Plaatsnaam,Provincie,Land,url_akkoord,docpdf,doctxt,Latitude,Longitude
Texel,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685296-315-Texel-Samenwerkingsakkoord.html,https://assets.documentcloud.org/documents/2685296/315-Texel-Samenwerkingsakkoord.pdf,https://assets.documentcloud.org/documents/2685296/315-Texel-Samenwerkingsakkoord.txt,53.054763,4.797715
Teylingen,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685297-316-Teylingen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685297/316-Teylingen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685297/316-Teylingen-Coalitieakkoord-2014-2018.txt,52.220164,4.502815
Tholen,Zeeland,Nederland,http://www.documentcloud.org/documents/2685298-317-Tholen-2014-04-24-Coalitieprogramma-2014.html,https://assets.documentcloud.org/documents/2685298/317-Tholen-2014-04-24-Coalitieprogramma-2014.pdf,https://assets.documentcloud.org/documents/2685298/317-Tholen-2014-04-24-Coalitieprogramma-2014.txt,51.533295,4.216238
Tiel,Gelderland,Nederland,http://www.documentcloud.org/documents/2685299-318-Tiel-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685299/318-Tiel-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685299/318-Tiel-Coalitieakkoord-2014-2018.txt,51.887618,5.427877
Tilburg,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685300-319-Tilburg-Coalitieakkoord-Gemeente-Tilburg.html,https://assets.documentcloud.org/documents/2685300/319-Tilburg-Coalitieakkoord-Gemeente-Tilburg.pdf,https://assets.documentcloud.org/documents/2685300/319-Tilburg-Coalitieakkoord-Gemeente-Tilburg.txt,51.560596,5.091914
Tubbergen,Overijssel,Nederland,http://www.documentcloud.org/documents/2685301-320-Tubbergen-Coalitieakkoord-Tubbergen.html,https://assets.documentcloud.org/documents/2685301/320-Tubbergen-Coalitieakkoord-Tubbergen.pdf,https://assets.documentcloud.org/documents/2685301/320-Tubbergen-Coalitieakkoord-Tubbergen.txt,52.408907,6.785489
Twenterand,Overijssel,Nederland,http://www.documentcloud.org/documents/2685302-321-Twenterand-coalitieakkoord1418.html,https://assets.documentcloud.org/documents/2685302/321-Twenterand-coalitieakkoord1418.pdf,https://assets.documentcloud.org/documents/2685302/321-Twenterand-coalitieakkoord1418.txt,52.450068,6.620745
Tynaarlo,Drenthe,Nederland,http://www.documentcloud.org/documents/2685303-322-Tynaarlo-Collegemanifest-17042014-LOWRES.html,https://assets.documentcloud.org/documents/2685303/322-Tynaarlo-Collegemanifest-17042014-LOWRES.pdf,https://assets.documentcloud.org/documents/2685303/322-Tynaarlo-Collegemanifest-17042014-LOWRES.txt,53.078432,6.614545
Tytsjerksteradiel,Friesland,Nederland,http://www.documentcloud.org/documents/2685304-323-Tytsjerksteradiel-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685304/323-Tytsjerksteradiel-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685304/323-Tytsjerksteradiel-Coalitieakkoord-2014-2018.txt,53.176038,5.97868
Uden,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685305-324-Uden-Coalitieakkoord-Samen-Voor-Een-Vitaal.html,https://assets.documentcloud.org/documents/2685305/324-Uden-Coalitieakkoord-Samen-Voor-Een-Vitaal.pdf,https://assets.documentcloud.org/documents/2685305/324-Uden-Coalitieakkoord-Samen-Voor-Een-Vitaal.txt,51.663107,5.623923
Uitgeest,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685306-325-Uitgeest-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685306/325-Uitgeest-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685306/325-Uitgeest-Coalitieprogramma-2014-2018.txt,52.531225,4.712046
Uithoorn,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685307-326-Uithoorn-Coalitieakkoord.html,https://assets.documentcloud.org/documents/2685307/326-Uithoorn-Coalitieakkoord.pdf,https://assets.documentcloud.org/documents/2685307/326-Uithoorn-Coalitieakkoord.txt,52.244627,4.831734
Urk,Flevoland,Nederland,http://www.documentcloud.org/documents/2685308-327-Urk-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685308/327-Urk-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685308/327-Urk-Coalitieakkoord-2014-2018.txt,52.663053,5.598947
Utrecht,Utrecht,Nederland,http://www.documentcloud.org/documents/2685309-328-Utrecht-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685309/328-Utrecht-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685309/328-Utrecht-Coalitieakkoord-2014-2018.txt,52.090737,5.12142
Utrechtse Heuvelrug,Utrecht,Nederland,http://www.documentcloud.org/documents/2685310-329-Utrechtse-Heuvelrug-Raadsprogramma.html,https://assets.documentcloud.org/documents/2685310/329-Utrechtse-Heuvelrug-Raadsprogramma.pdf,https://assets.documentcloud.org/documents/2685310/329-Utrechtse-Heuvelrug-Raadsprogramma.txt,52.052203,5.282495
Vaals,Limburg,Nederland,http://www.documentcloud.org/documents/2685311-330-Vaals-Politiek-Akkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685311/330-Vaals-Politiek-Akkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685311/330-Vaals-Politiek-Akkoord-2014-2018.txt,50.773218,6.011274
Valkenburg aan de Geul,Limburg,Nederland,http://www.documentcloud.org/documents/2685312-331-Valkenburg-Aan-De-Geul-Coalitieakkoord2014.html,https://assets.documentcloud.org/documents/2685312/331-Valkenburg-Aan-De-Geul-Coalitieakkoord2014.pdf,https://assets.documentcloud.org/documents/2685312/331-Valkenburg-Aan-De-Geul-Coalitieakkoord2014.txt,50.868477,5.826448
Valkenswaard,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685313-332-Valkenswaard-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685313/332-Valkenswaard-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685313/332-Valkenswaard-Coalitieprogramma-2014-2018.txt,51.355496,5.453327
Veendam,Groningen,Nederland,http://www.documentcloud.org/documents/2685314-333-Veendam-Coalitieakkoord-2014-2018-2-Juni-2014.html,https://assets.documentcloud.org/documents/2685314/333-Veendam-Coalitieakkoord-2014-2018-2-Juni-2014.pdf,https://assets.documentcloud.org/documents/2685314/333-Veendam-Coalitieakkoord-2014-2018-2-Juni-2014.txt,53.106278,6.8751
Veenendaal,Utrecht,Nederland,http://www.documentcloud.org/documents/2685315-334-Veenendaal-Raadsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685315/334-Veenendaal-Raadsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685315/334-Veenendaal-Raadsprogramma-2014-2018.txt,52.026301,5.554431
Veere,Zeeland,Nederland,http://www.documentcloud.org/documents/2685316-335-Veere-Coalitieprogramma-Veere-2014-2018.html,https://assets.documentcloud.org/documents/2685316/335-Veere-Coalitieprogramma-Veere-2014-2018.pdf,https://assets.documentcloud.org/documents/2685316/335-Veere-Coalitieprogramma-Veere-2014-2018.txt,51.548294,3.666006
Veghel,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685317-336-Veghel-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685317/336-Veghel-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685317/336-Veghel-Coalitieakkoord-2014-2018.txt,51.615789,5.53924
Veldhoven,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685318-337-Veldhoven-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685318/337-Veldhoven-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685318/337-Veldhoven-Coalitieprogramma-2014-2018.txt,51.417634,5.406021
Velsen,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685319-338-Velsen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685319/338-Velsen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685319/338-Velsen-Coalitieakkoord-2014-2018.txt,52.452059,4.630587
Venlo,Limburg,Nederland,http://www.documentcloud.org/documents/2685320-339-Venlo-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685320/339-Venlo-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685320/339-Venlo-Coalitieprogramma-2014-2018.txt,51.370375,6.172403
Venray,Limburg,Nederland,http://www.documentcloud.org/documents/2685321-340-Venray-Coalitieakkoord-2014-2018-1.html,https://assets.documentcloud.org/documents/2685321/340-Venray-Coalitieakkoord-2014-2018-1.pdf,https://assets.documentcloud.org/documents/2685321/340-Venray-Coalitieakkoord-2014-2018-1.txt,51.525626,5.973699
Vianen,Utrecht,Nederland,http://www.documentcloud.org/documents/2685322-341-Vianen-Coalitieakkoord-Vianen-2014-2018.html,https://assets.documentcloud.org/documents/2685322/341-Vianen-Coalitieakkoord-Vianen-2014-2018.pdf,https://assets.documentcloud.org/documents/2685322/341-Vianen-Coalitieakkoord-Vianen-2014-2018.txt,51.990276,5.103033
Vlaardingen,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685323-342-Vlaardingen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685323/342-Vlaardingen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685323/342-Vlaardingen-Coalitieakkoord-2014-2018.txt,51.912067,4.349437
Vlagtwedde,Groningen,Nederland,http://www.documentcloud.org/documents/2685324-343-Vlagtwedde-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685324/343-Vlagtwedde-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685324/343-Vlagtwedde-Coalitieprogramma-2014-2018.txt,53.027025,7.110788
Vlieland,Friesland,Nederland,http://www.documentcloud.org/documents/2685325-344-Vlieland-Definitief-Coalitieakkoord-VVD-en-ABV.html,https://assets.documentcloud.org/documents/2685325/344-Vlieland-Definitief-Coalitieakkoord-VVD-en-ABV.pdf,https://assets.documentcloud.org/documents/2685325/344-Vlieland-Definitief-Coalitieakkoord-VVD-en-ABV.txt,53.250184,4.951427
Vlissingen,Zeeland,Nederland,http://www.documentcloud.org/documents/2685326-345-Vlissingen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685326/345-Vlissingen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685326/345-Vlissingen-Coalitieakkoord-2014-2018.txt,51.453667,3.570912
Voerendaal,Limburg,Nederland,http://www.documentcloud.org/documents/2685327-346-Voerendaal-Concept-Coalitieakkoord-2015-2018.html,https://assets.documentcloud.org/documents/2685327/346-Voerendaal-Concept-Coalitieakkoord-2015-2018.pdf,https://assets.documentcloud.org/documents/2685327/346-Voerendaal-Concept-Coalitieakkoord-2015-2018.txt,50.879153,5.93116
Voorschoten,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685328-347-Voorschoten-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685328/347-Voorschoten-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685328/347-Voorschoten-Coalitieakkoord-2014-2018.txt,52.12379,4.438598
Voorst,Gelderland,Nederland,http://www.documentcloud.org/documents/2685329-348-Voorst-Coalitieprogramma-2014-2018-Samen.html,https://assets.documentcloud.org/documents/2685329/348-Voorst-Coalitieprogramma-2014-2018-Samen.pdf,https://assets.documentcloud.org/documents/2685329/348-Voorst-Coalitieprogramma-2014-2018-Samen.txt,52.168854,6.143529
Vught,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685330-349-Vught-Bestuursakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685330/349-Vught-Bestuursakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685330/349-Vught-Bestuursakkoord-2014-2018.txt,51.653306,5.294347
Waalre,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685331-350-Waalre-Coalitieakkoord-D66-VVD-CDA-PvdA.html,https://assets.documentcloud.org/documents/2685331/350-Waalre-Coalitieakkoord-D66-VVD-CDA-PvdA.pdf,https://assets.documentcloud.org/documents/2685331/350-Waalre-Coalitieakkoord-D66-VVD-CDA-PvdA.txt,51.387833,5.443202
Waalwijk,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685332-351-Waalwijk-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685332/351-Waalwijk-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685332/351-Waalwijk-Coalitieprogramma-2014-2018.txt,51.687895,5.057482
Waddinxveen,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685333-352-Waddinxveen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685333/352-Waddinxveen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685333/352-Waddinxveen-Coalitieakkoord-2014-2018.txt,52.031297,4.659132
Wageningen,Gelderland,Nederland,http://www.documentcloud.org/documents/2685334-353-Wageningen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685334/353-Wageningen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685334/353-Wageningen-Coalitieakkoord-2014-2018.txt,51.969187,5.665395
Wassenaar,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685335-354-Wassenaar-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685335/354-Wassenaar-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685335/354-Wassenaar-Coalitieakkoord-2014-2018.txt,52.14291,4.401213
Waterland,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685336-355-Waterland-Coalitieakkoord.html,https://assets.documentcloud.org/documents/2685336/355-Waterland-Coalitieakkoord.pdf,https://assets.documentcloud.org/documents/2685336/355-Waterland-Coalitieakkoord.txt,52.394615,4.992642
Weert,Limburg,Nederland,http://www.documentcloud.org/documents/2685337-356-Weert-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685337/356-Weert-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685337/356-Weert-Coalitieprogramma-2014-2018.txt,51.243942,5.714222
Weesp,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685338-357-Weesp-Bestuursovereenkomst-2014-2018.html,https://assets.documentcloud.org/documents/2685338/357-Weesp-Bestuursovereenkomst-2014-2018.pdf,https://assets.documentcloud.org/documents/2685338/357-Weesp-Bestuursovereenkomst-2014-2018.txt,52.308051,5.040622
Werkendam,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685339-358-Werkendam-Coalitieakkoord2014-1.html,https://assets.documentcloud.org/documents/2685339/358-Werkendam-Coalitieakkoord2014-1.pdf,https://assets.documentcloud.org/documents/2685339/358-Werkendam-Coalitieakkoord2014-1.txt,51.808165,4.891848
West Maas en Waal,Gelderland,Nederland,http://www.documentcloud.org/documents/2685340-359-West-Maas-en-Waal-Coalitieakkoord-FD-VVD.html,https://assets.documentcloud.org/documents/2685340/359-West-Maas-en-Waal-Coalitieakkoord-FD-VVD.pdf,https://assets.documentcloud.org/documents/2685340/359-West-Maas-en-Waal-Coalitieakkoord-FD-VVD.txt,51.861341,5.501737
Westerveld,Drenthe,Nederland,http://www.documentcloud.org/documents/2685341-360-Westerveld-Coalitieakkoord-U-en-Wij-Samen.html,https://assets.documentcloud.org/documents/2685341/360-Westerveld-Coalitieakkoord-U-en-Wij-Samen.pdf,https://assets.documentcloud.org/documents/2685341/360-Westerveld-Coalitieakkoord-U-en-Wij-Samen.txt,52.857708,6.29601
Westervoort,Gelderland,Nederland,http://www.documentcloud.org/documents/2685342-361-Westervoort-Coalitieakkoord-2014-2018-Cda.html,https://assets.documentcloud.org/documents/2685342/361-Westervoort-Coalitieakkoord-2014-2018-Cda.pdf,https://assets.documentcloud.org/documents/2685342/361-Westervoort-Coalitieakkoord-2014-2018-Cda.txt,51.963807,5.968984
Westland,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685343-362-Westland-Bestuursakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685343/362-Westland-Bestuursakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685343/362-Westland-Bestuursakkoord-2014-2018.txt,51.999176,4.217457
Weststellingwerf,Friesland,Nederland,http://www.documentcloud.org/documents/2685344-363-Weststellingwerf-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685344/363-Weststellingwerf-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685344/363-Weststellingwerf-Coalitieakkoord-2014-2018.txt,52.871892,6.022919
Westvoorne,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685387-364-Westvoorne-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685387/364-Westvoorne-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685387/364-Westvoorne-Coalitieakkoord-2014-2018.txt,51.887279,4.084461
Wierden,Overijssel,Nederland,http://www.documentcloud.org/documents/2685346-365-Wierden-Coalitieakkoord-CDA-PPW-VVD-2014-2018.html,https://assets.documentcloud.org/documents/2685346/365-Wierden-Coalitieakkoord-CDA-PPW-VVD-2014-2018.pdf,https://assets.documentcloud.org/documents/2685346/365-Wierden-Coalitieakkoord-CDA-PPW-VVD-2014-2018.txt,52.35826,6.593873
Wijchen,Gelderland,Nederland,http://www.documentcloud.org/documents/2685347-366-Wijchen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685347/366-Wijchen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685347/366-Wijchen-Coalitieakkoord-2014-2018.txt,51.813674,5.752895
Wijdemeren,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685348-367-Wijdemeren-Raadsakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685348/367-Wijdemeren-Raadsakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685348/367-Wijdemeren-Raadsakkoord-2014-2018.txt,52.219688,5.093666
Wijk bij Duurstede,Utrecht,Nederland,http://www.documentcloud.org/documents/2685349-368-Wijk-Bij-Duurstede-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685349/368-Wijk-Bij-Duurstede-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685349/368-Wijk-Bij-Duurstede-Coalitieakkoord-2014-2018.txt,51.9756,5.33845
Winsum,Groningen,Nederland,http://www.documentcloud.org/documents/2685350-369-Winsum-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685350/369-Winsum-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685350/369-Winsum-Coalitieprogramma-2014-2018.txt,53.329602,6.525177
Winterswijk,Gelderland,Nederland,http://www.documentcloud.org/documents/2685351-370-Winterswijk-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685351/370-Winterswijk-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685351/370-Winterswijk-Coalitieprogramma-2014-2018.txt,51.971314,6.720509
Woensdrecht,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685352-371-Woensdrecht-Coalitieakkoord-Samen-Voor.html,https://assets.documentcloud.org/documents/2685352/371-Woensdrecht-Coalitieakkoord-Samen-Voor.pdf,https://assets.documentcloud.org/documents/2685352/371-Woensdrecht-Coalitieakkoord-Samen-Voor.txt,51.429248,4.304708
Woerden,Utrecht,Nederland,http://www.documentcloud.org/documents/2685353-372-Woerden-Coalitieakkoord-2014-2018-Samen.html,https://assets.documentcloud.org/documents/2685353/372-Woerden-Coalitieakkoord-2014-2018-Samen.pdf,https://assets.documentcloud.org/documents/2685353/372-Woerden-Coalitieakkoord-2014-2018-Samen.txt,52.079829,4.862724
De Wolden,Drenthe,Nederland,http://www.documentcloud.org/documents/2685354-373-De-Wolden-Collegeprogramma-Dichtbij-amp.html,https://assets.documentcloud.org/documents/2685354/373-De-Wolden-Collegeprogramma-Dichtbij-amp.pdf,https://assets.documentcloud.org/documents/2685354/373-De-Wolden-Collegeprogramma-Dichtbij-amp.txt,52.681979,6.366039
Wormerland,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685355-374-Wormerland-Bijlage-Coalitieakkoord.html,https://assets.documentcloud.org/documents/2685355/374-Wormerland-Bijlage-Coalitieakkoord.pdf,https://assets.documentcloud.org/documents/2685355/374-Wormerland-Bijlage-Coalitieakkoord.txt,52.507275,4.8528
Woudenberg,Utrecht,Nederland,http://www.documentcloud.org/documents/2685356-375-Woudenberg-Coalitieprgrogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685356/375-Woudenberg-Coalitieprgrogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685356/375-Woudenberg-Coalitieprgrogramma-2014-2018.txt,52.082175,5.426595
Woudrichem,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685357-376-Woudrichem-Coalitie-210x260-v3.html,https://assets.documentcloud.org/documents/2685357/376-Woudrichem-Coalitie-210x260-v3.pdf,https://assets.documentcloud.org/documents/2685357/376-Woudrichem-Coalitie-210x260-v3.txt,51.817007,5.003751
Zaanstad,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685358-377-Zaanstad-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685358/377-Zaanstad-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685358/377-Zaanstad-Coalitieakkoord-2014-2018.txt,52.457966,4.751043
Zaltbommel,Gelderland,Nederland,http://www.documentcloud.org/documents/2685359-378-Zaltbommel-Bestuursakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685359/378-Zaltbommel-Bestuursakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685359/378-Zaltbommel-Bestuursakkoord-2014-2018.txt,51.813554,5.250773
Zandvoort,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685360-379-Zandvoort-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685360/379-Zandvoort-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685360/379-Zandvoort-Coalitieakkoord-2014-2018.txt,52.371149,4.533355
Zederik,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685361-380-Zederik-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685361/380-Zederik-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685361/380-Zederik-Coalitieakkoord-2014-2018.txt,51.925558,5.013633
Zeevang,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685362-381-Zeevang-Coalitieprogramma-Gemeente-Zeevang.html,https://assets.documentcloud.org/documents/2685362/381-Zeevang-Coalitieprogramma-Gemeente-Zeevang.pdf,https://assets.documentcloud.org/documents/2685362/381-Zeevang-Coalitieprogramma-Gemeente-Zeevang.txt,52.543102,5.019566
Zeewolde,Flevoland,Nederland,http://www.documentcloud.org/documents/2685388-382-Zeewolde-Coalitieakkoord-2014.html,https://assets.documentcloud.org/documents/2685388/382-Zeewolde-Coalitieakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685388/382-Zeewolde-Coalitieakkoord-2014.txt,52.331128,5.540495
Zeist,Utrecht,Nederland,http://www.documentcloud.org/documents/2685364-383-Zeist-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685364/383-Zeist-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685364/383-Zeist-Coalitieakkoord-2014-2018.txt,52.090602,5.233253
Zevenaar,Gelderland,Nederland,http://www.documentcloud.org/documents/2685365-384-Zevenaar-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685365/384-Zevenaar-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685365/384-Zevenaar-Coalitieakkoord-2014-2018.txt,51.929445,6.076959
Zoetermeer,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685366-385-Zoetermeer-Hoofdlijnenakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685366/385-Zoetermeer-Hoofdlijnenakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685366/385-Zoetermeer-Hoofdlijnenakkoord-2014-2018.txt,52.060669,4.494025
Zoeterwoude,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685367-386-Zoeterwoude-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685367/386-Zoeterwoude-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685367/386-Zoeterwoude-Coalitieprogramma-2014-2018.txt,52.120831,4.51657
Zuidhorn,Groningen,Nederland,http://www.documentcloud.org/documents/2685368-387-Zuidhorn-Bestuursakkoord-Gemeente-Zuidhorn.html,https://assets.documentcloud.org/documents/2685368/387-Zuidhorn-Bestuursakkoord-Gemeente-Zuidhorn.pdf,https://assets.documentcloud.org/documents/2685368/387-Zuidhorn-Bestuursakkoord-Gemeente-Zuidhorn.txt,53.243148,6.408104
Zuidplas,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685389-388-Zuidplas-Coalitieakkoord-19-April-2014.html,https://assets.documentcloud.org/documents/2685389/388-Zuidplas-Coalitieakkoord-19-April-2014.pdf,https://assets.documentcloud.org/documents/2685389/388-Zuidplas-Coalitieakkoord-19-April-2014.txt,52.038987,4.639709
Zundert,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685370-389-Zundert-Coalitieakkoord-Gemeente-Zundert.html,https://assets.documentcloud.org/documents/2685370/389-Zundert-Coalitieakkoord-Gemeente-Zundert.pdf,https://assets.documentcloud.org/documents/2685370/389-Zundert-Coalitieakkoord-Gemeente-Zundert.txt,51.470702,4.662356
Zutphen,Gelderland,Nederland,http://www.documentcloud.org/documents/2685371-390-Zutphen-Collegeakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685371/390-Zutphen-Collegeakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685371/390-Zutphen-Collegeakkoord-2014-2018.txt,52.142736,6.196058
Zwartewaterland,Overijssel,Nederland,http://www.documentcloud.org/documents/2685372-391-Zwartewaterland-B-Coalitieakkoord-CDA-SGP-CU.html,https://assets.documentcloud.org/documents/2685372/391-Zwartewaterland-B-Coalitieakkoord-CDA-SGP-CU.pdf,https://assets.documentcloud.org/documents/2685372/391-Zwartewaterland-B-Coalitieakkoord-CDA-SGP-CU.txt,52.601513,6.059625
Zwijndrecht,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685373-392-Zwijndrecht.html,https://assets.documentcloud.org/documents/2685373/392-Zwijndrecht.pdf,https://assets.documentcloud.org/documents/2685373/392-Zwijndrecht.txt,51.810598,4.627272
Zwolle,Overijssel,Nederland,http://www.documentcloud.org/documents/2685374-393-Zwolle-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685374/393-Zwolle-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685374/393-Zwolle-Coalitieakkoord-2014-2018.txt,52.516775,6.083022
