"oinID","almanak_id","cbs_id"
"1002539780000","23681","GM0606"
"1001921265000","29505","GM0610"
"1006816150000","24529","GM0611"
"1006825515000","35356","GM0613"
"1004999459000","34694","GM0614"
"1001877422000","22905","GM0617"
"1062000561000","38483","GM0620"
"1001320270000","30793","GM0622"
"1001797621000","35396","GM0626"
"1001998389000","23854","GM0627"
"1001527903000","40204","GM0629"
"1001721860000","39172","GM0632"
"1001527927000","28493","GM0637"
"1001797839000","39267","GM0638"
"1002118890000","39296","GM0642"
"1001598752000","23011","GM0654"
"1001598776000","33275","GM0664"
"1001103465000","35895","GM0668"
"1810988707000","34650","GM0677"
"1001598788000","26332","GM0678"
"1002128032000","22048","GM0687"
"1007587107000","34252","GM0689"
"1001598843000","24338","GM0703"
"1007589827000","32629","GM0707"
"1810965148000","23448","GM0715"
"1001726006000","33998","GM0716"
"1805307631000","22602","GM0717"
"1001710369000","27711","GM0718"
"1001486998000","31912","GM0733"
"1823178195000","27383","GM0736"
"1001905776000","31592","GM0737"
"1002008038000","23199","GM0738"
"1001600230000","30279","GM0743"
"1001725038000","30437","GM0748"
"1001902623000","28932","GM0753"
"1001160710000","26635","GM0755"
"1806385297000","30610","GM0756"
"1001708958000","31691","GM0757"
"1001336071000","34765","GM0758"
"1001600278000","23937","GM0762"
"1800115880000","37361","GM0765"
"1001325978000","35200","GM0766"
"1001902684000","25558","GM0770"
"1001902763000","34435","GM0772"
"1001326004000","21760","GM0777"
"1805319074000","37962","GM0779"
"1001326065000","30003","GM0784"
"1001172682000","30496","GM0785"
"1001522589000","34507","GM0786"
"1804259458000","28763","GM0788"
"1001600291000","21849","GM0794"
"1001709124000","40498","GM0796"
"1003150677000","23118","GM0797"
"1001172694000","31842","GM0798"
"1003067841000","25473","GM0809"
"1001160813000","23083","GM0815"
"1001902854000","24805","GM0820"
"1001172724000","34584","GM0823"
"1001172736000","26989","GM0824"
"1001326132000","22438","GM0826"
"1001160849000","37907","GM0828"
"1001522668000","27671","GM0840"
"1001709239000","22562","GM0844"
"1001709197000","39441","GM0845"
"1001709215000","40795","GM0846"
"1001600345000","21622","GM0847"
"1001902921000","31060","GM0848"
"1805329419000","34909","GM0851"
"1008340560000","32026","GM0852"
"1001172773000","38194","GM0855"
"1001160928000","37613","GM0856"
"1001902933000","36195","GM0858"
"1001160953000","29116","GM0860"
"1001902957000","30186","GM0861"
"1001709240000","37665","GM0865"
"1001902982000","35025","GM0866"
"1003067889000","29448","GM0867"
"1805314714000","24103","GM0870"
"1805329456000","32470","GM0873"
"1002707718000","21356","GM0874"
"1805329468000","36154","GM0879"
"1009352181000","22295","GM0880"
"1001730812000","22496","GM0881"
"1005560500000","34171","GM0882"
"1001732304000","34989","GM0888"
"1001567548000","21559","GM0889"
"1001681047000","21692","GM0893"
"1001733035000","24566","GM0899"
"1001683032000","33696","GM0907"
"1001736206000","31783","GM0917"
"1001737223000","40395","GM0928"
"1001737442000","32664","GM0935"
"1001910693000","23819","GM0938"
"1001683731000","21431","GM0944"
"1001113896000","33458","GM0946"
"1001729469000","25248","GM0951"
"1816963186000","31636","GM0957"
"1001730472000","32166","GM0962"
"1001737168000","28097","GM0965"
"1001731105000","29239","GM0971"
"1001737211000","34323","GM0981"
"1001567834000","25285","GM0983"
"1001567731000","39557","GM0984"
"1001731361000","22144","GM0986"
"1001116046000","40980","GM0988"
"1001910760000","39606","GM0994"
"1005024249000","30046","GM0995"
"1809266660000","26292","GM1507"
"1813587219000","36780","GM1509"
"1814927233000","29957","GM1525"
"1814994386000","32976","GM1581"
"1813586008000","36871","GM1586"
"1004620768000","22332","GM1598"
"1817291295000","35243","GM1621"
"1816963228000","24482","GM1640"
"1816963253000","39485","GM1641"
"1009787471000","28693","GM1651"
"1805516712000","33032","GM1652"
"1805329535000","30535","GM1655"
"1001902805000","39347","GM1658"
"1805598960000","25516","GM1659"
"1009772443000","37471","GM1663"
"1001902866000","32102","GM1667"
"1816963265000","31165","GM1669"
"1001160746000",,"GM1671"
"1009815855000","27230","GM1672"
"1001522644000","39382","GM1674"
"1805237501000","27798","GM1676"
"1806300966000","22179","GM1680"
"1002119687000","21806","GM1681"
"1802756803000","25165","GM1684"
"1802409180000","32885","GM1685"
"1806292222000","21391","GM1690"
"1803093007000","40319","GM1695"
"1810115013000","22675","GM1696"
"1806300619000","25983","GM1699"
"1001584170000","36239","GM1700"
"1806298844000","31991","GM1701"
"1802351724000","21660","GM1702"
"1809255832000","37823","GM1705"
"1001902660000","36285","GM1706"
"1809249066000","24145","GM1708"
"1805329316000","30656","GM1709"
"1001906483000","25008","GM1711"
"1811046321000","34543","GM1714"
"1805319141000","25896","GM1719"
"1001160771000","33233","GM1721"
"1002017398000","34221","GM1722"
"1805640101000","28359","GM1723"
"1001902611000","21977","GM1724"
"1001902659000","33158","GM1728"
"1807385177000","34134","GM1729"
"1806298649000","30704","GM1730"
"1806300449000","35710","GM1731"
"1809032375000","26937","GM1734"
"1809250901000","24670","GM1735"
"1810162593000","33600","GM1740"
"1001584169000","33952","GM1742"
"1812613466000","36388","GM1771"
"1001932603000","34399","GM1773"
"1809245206000","25432","GM1774"
"1812579446000","36327","GM1783"
"1812579410000","36436","GM1842"
"1813585922000","36670","GM1859"
"1813647290000","36916","GM1876"
"1001906562000","29280","GM1883"
"1820077811000","27951","GM1884"
"1001954805000","33564","GM1891"
"1821515160000","30143","GM1892"
"1821535821000","21320","GM1894"
"1821479490000","33197","GM1895"
"1809249182000","24016","GM1896"
"1823288444000","26708","GM1900"
"1823181522000","33912","GM1901"
"1823143910000","39523","GM1903"
"1823214527000","34861","GM1904"
"1001612943000","29842","GM1908"
"1823495255000","24449","GM1911"
"1823770151000","23895","GM1921"
"1823658727000","24259","GM1924"
"1810258997000","33077","GM1926"
"1823648552000","27268","GM1927"
"1823890478000","129864","GM1930"
"1823953026000","129780","GM1931"
"1824143826000","29199","GM1942"
"1001479209000","30943","GM1945"
"1813585879000","36632","GM1955"
"1009695898000","37397","GM1987"
"1820191164000",,"GR0003"
"1804302285000",,"GR0005"
"1803316732000",,"GR0044"
"1820151130000",,"GR0076"
"1001516735000",,"GR0266"
"1008588235000",,"GR0335"
"1817205767000",,"GR0340"
"1812723703000",,"GR0358"
"1810240245000",,"GR0644"
"1850227914000",,"GR0691"
"1851972299000",,"GR0700"
"1851754880000","117611","GR0701"
"1823540388000",,"GR0703"
"1852070706000",,"GR0705"
"1823662330000",,"GR0714"
"1001932822000","15632","PV20"
"1001032823000","15184","PV21"
"1001587924000","14557","PV22"
"1001900328000","16772","PV23"
"1006203243000","14866","PV24"
"1001825100000","15185","PV25"
"1001797864000","17166","PV26"
"1001003124000","16412","PV27"
"1002306608000","17466","PV28"
"1001710230000","18166","PV29"
"1009261606000","16317","PV30"
"1001737430000","16071","PV31"
"1805145953000",,"WS01"
"1805432759000",,"WS02"
"1001569739000",,"WS07"
"1001708971000",,"WS10"
"1812361155000",,"WS11"
"1813766928000",,"WS12"
"1810912314000",,"WS13"
"1802139097000",,"WS14"
"1802305556000",,"WS15"
"1808393029000",,"WS16"
"1808174071000",,"WS17"
"1808373894000",,"WS18"
"3321640840000",,"WS20"
"1811336487000",,"WS21"
"1812566762000",,"WS22"
"1812535303000",,"WS23"
"1812296473000","21099","WS24"
"1813361576000",,"WS25"
"1813648762000",,"WS26"
"1850108275000",,"WS27"
"1852310274000",,"WS28"
"1853261179000",,"WS29"
"1855566036000",,"WS30"
"2815051232000","1",
"1855432950000",,
"2810358098001",,
"2812641437001",,
"2811415454007",,
"2801038996001",,
"1811415454000",,
"2808844313001",,
"2002884124001",,
"2801038996002",,
"2803570442001",,
"2811415454002",,
"4000000140000",,
"4000000010000",,
"4000000152000",,
"1008688217000",,
"1851407742001",,
"1853051549000",,
"1818523918000",,
"2811415454006",,
"2811415454004",,
"2811415454005",,
"2811415454003",,
"2811415454001",,
"1810237118000",,
"1818730213000",,
"1855582303000",,
"1850439425000",,
"2003214394002",,
"2003214394003",,
"2003214394001",,
"4002528381000",,
"1821609233000",,
"1823420838000",,
"1822948837000",,
"1852712716000",,
"1813565376000",,
"1817539347000",,
"3302764670000",,
"1801038996000",,
"1803670114000",,
"2003214400001",,
"2006756402002",,
"1812483297000",,
"4000000044000",,
"1803660406000",,
"4000000018000",,
"4000000037000",,
"1808296188000",,
"4000000079000",,
"4000000038000",,
"4000000049000",,
"4000000082000",,
"1855344702000",,
"1854833171000",,
"1812769740000",,
"1822328562000",,
"1852722096000",,
"4000000008000",,
"4000000015000",,
"1822546978000",,
"4000000148000",,
"1807315436000",,
"2800866472001",,
"1800866472000",,
"1802327497000",,
"4000000074000",,
"4000000040000",,
"4000000075000",,
"1852608263000",,
"1817397863000",,
"2002564440001",,
"1807360430000",,
"1006073207000",,
"1813850782000",,
"1812641437000",,
"1850133233000",,
"1815095120000",,
"1808844313000",,
"1817660665000",,
"1811159279000",,
"4000000003000",,
"1817301409000",,
"1004981741000",,
"1007924641000",,
"1853556222000",,
"1852256450000",,
"1851750126000",,
"1852635758000",,
"1854442996000",,
"1852243601000",,
"1853394179000",,
"1001172657000",,
"1001932809000",,
"1810208891000",,
"1819754444000",,
"1816994055000",,
"4000000036000",,
"4000000046000",,
"4000000064000",,
"4000000056000",,
"4000000068000",,
"4000000147000",,
"1853741256000",,
"1818374925000",,
"1855370944000",,
"1807024594000",,
"1852259190000",,
"1809485072000",,
"4000000009000",,
"4000000061000",,
"1810794652000",,
"1815100553000",,
"1802225731000",,
"4000000012000",,
"1854773976000",,
"1851407742000",,
"4000000021000",,
"4003214400000",,
"4003182447002",,
"1823644510000",,
"1802611266000",,
"1811215878000",,
"1803570442000",,
"1812716917000",,
"4000000153000",,
"1003214436001",,
"1003214436002",,
"4000000002000",,
"1817730734000",,
"1809400200000",,
"1006033404000",,
"1821693992000",,
"4008078452000",,
"1002309592000",,
"1821002193000",,
"1814869233000",,
"3273808340000",,
"1802767448000",,
"2822477348004",,
"1822477348000",,
"4003214345001",,
"2003214345001",,
"1853859176000",,
"1810453162000",,
"1807450108000",,
"1003227376000",,
"1003214345000",,
"1003227406000",,
"4003227406000",,
"1008078452000",,
"1003214369000",,
"2003214369001",,
"4000000149000",,
"1003214394000",,
"1003214321000",,
"1003214400000",,
"1003227522000",,
"1003214436000",,
"4000000054000",,
"2003182447001",,
"4001094920000",,
"1822312888000",,
"4000000011000",,
"4000000081000",,
"4000000017000",,
"4000000035000",,
"1002872833000",,
"1002875718000",,
"1001932779000",,
"1812824696000",,
"1851798615000",,
"1852497933000",,
"1806381176000",,
"1853026786000",,
"1851672620000",,
"1852391821000",,
"1852452998000",,
"1852132104000",,
"1823289552000",,
"1852462578000",,
"1852282229000",,
"1007381955000",,
"4000000034000",,
"4000000058000",,
"1007379936000",,
"1822550556000",,
"1854574773000",,
"1816076790000",,
"2006756402001",,
"1804770694000",,
"2001172773001",,
"1853234565000",,
"1815051037000",,
"4000000071000",,
"2003214436001",,
"4000000076000",,
"4000000030000",,
"4000000022000",,
"4000000025000",,
"4000000063000",,
"4000000019000",,
"4000000065000",,
"4000000055000",,
"4000000029000",,
"4000000150000",,
"4000000020000",,
"4000000031000",,
"4000000067000",,
"4000000146000",,
"4000000060000",,
"4000000023000",,
"4000000033000",,
"4000000142000",,
"4000000143000",,
"4000000032000",,
"4000000144000",,
"4000000151000",,
"4000000028000",,
"4000000027000",,
"4000000145000",,
"4000000024000",,
"4000000026000",,
"1810711783000",,
"1001937194000",,
"1814487567000",,
"1810182440000",,
"1814029450000",,
"1815115714000",,
"1821671765000",,
"1814990770000",,
"1815258410000",,
"1852981806000",,
"1853105510000",,
"1802144457000",,
"1822100824000",,
"4000000006000",,
"4000000080000",,
"4000000007000",,
"4000000062000",,
"1003227522001",,
"4000000051000",,
"1856305765000",,
"1821699180000",,
"1855700191000",,
"1852070500000",,
"1810358098000",,
"1002884124000",,
"1851630315000",,
"1812181967000",,
"1813768068000",,
"1854377876000",,
"1823302490000",,
"1801089566000",,
"1821702622000",,
"4000000004000",,
"1823809572000",,
"4000000053000",,
"1002179908000",,
"4000000047000",,
"1806511588000",,
"4000000016000",,
"1854508934000",,
"1806995324000",,
"1808740179000",,
"1804560328000",,
"1810207357000",,
"1811773644000",,
"1805854812000",,
"1803680156000",,
"1810264481000",,
"1002270857000",,
"1811910544000",,
"2811910544001",,
"1805544434000",,
"1853935609000",,
"1007083956000",,
"1817922593000",,
"1855727317000",,
"1855831054000",,
"3412165930000",,
"4000000073000",,
"1852523920000",,
"1824173090000",,
"2813512979000",,
"1810220350000",,
"4000000059000",,
"1810690457000",,
"2802611266001",,
"2802611266002",,
"1800334930000",,
"2817205767001",,
"2811215878001",,
"1854633613000",,
"1001902726000",,
"1002620339000",,
"1812832851000",,
"1803577059000",,
"1812663214000",,
"1853370400000",,
"1001900584000",,
"1823258919000",,
"4003214394000",,
