"actorenId","actorenName","actorenComment"
"10648/31396c41-49a9-41dd-9a4b-5d9627d75474","VROM-Inspectie (VROM, IenM)","2002-2011"
"10648/604ad219-34be-4a74-bb37-7850e6ca69ae","Inspectie Verkeer en Waterstaat (VenW, IenM)","2001-2011"
"10648/c3a72ca8-fb23-4f6c-ad32-2d3df7d35074","Directoraat-Generaal Wetgeving, Internationale Aangelegenheden en Vreemdelingenzaken (Justitie)","2006-2010"
"10648/150daff6-ffca-49fe-9106-0661a38c64e3","Rijksgebouwendienst (VRO, VROM, BZK)","1922-2012"
"10648/081deda8-079c-4c3b-8bfa-18658ef77875","Directoraat-Generaal Wonen en Bouwen (BZK)","2012-2015"
"10648/e3a4b999-228f-4a40-85f3-ceaee4c26f8a","Directoraat-Generaal Wonen, Bouwen en Integratie (VROM)","2007-2007"
"10648/c37a2d53-fde7-49ad-a2a4-09d66f162b93","Directie Luchtvaart (IenM)","2010"
"10648/82686633-8571-4ff2-a13a-7f56cb770a80","Directie Maritieme Zaken (IenM)","2010"
"10648/239a9304-9a59-4e52-a79c-1a757d1a9332","Directie Openbaar Vervoer en Spoor (IenM)","2010"
"10648/b81f7d29-bd03-403e-b816-e952389b7688","Programmadirectie Beter Benutten (IenM)","2010"
"10648/9cfaca3c-7925-460c-b3b6-76becd84e904","Unit Strategie (IenM)","2010"
"10648/dcb83661-ebfd-4dcb-aaaa-6968667d6d57","Staf directoraat-generaal Bereikbaarheid (IenM)","2010"
"10648/91a0b4f1-44e0-48f7-80da-62354f9fd35b","Directie Koninkrijksrelaties (BZK)","1998"
"10648/9de1257b-7318-48ad-b8bb-194d77c00978","Deltacommissaris (IenM)","2010"
"10648/97887acf-81d5-4f99-834c-f3a118f65610","Rijksdienst Caribisch Nederland (BZK)","2008"
"10648/a0736994-cda2-460c-8e00-3826bf5817d6","Directie Duurzaamheid (VROM, IenM)","2008"
"10648/3d91cbd1-39f1-4e0b-b304-46de8d64235f","Directie Internationaal (IenM)","2010"
"10648/66f8aa69-fc37-4c2e-a757-aaded9958948","Directie Klimaat, Lucht en Geluid (IenM)","2010"
"10648/c6012626-3d42-4a93-9436-2c8cda3582e6","Directie Veiligheid en Risico's (IenM)","2010"
"10648/33b8a3e4-44da-42e1-842c-1d389dbe9975","Unit Coördinerend Opdrachtgeverschap en Strategie (IenM)","2010"
"10648/c8a955d0-dcbf-47fd-8cce-6cd51cb3f54d","Directoraat-Generaal Management Openbare Sector (BZK)","2003-2007"
"10648/f502d519-e8b9-466b-b74c-be4c1b20ac06","Projectdirectoraat-Generaal Programma Andere Overheid (BZK)","2004-2007"
"10648/8db11d0d-9d00-41d0-92ef-b6180d2e0a3d","Directie Ruimtelijke Ontwikkeling (IenM)","2010"
"10648/0c4f4dc6-7675-44d1-a0fd-4e5d78b52841","Directie Gebieden en Projecten (IenM)","2010"
"10648/64506e7f-13ff-4826-8035-ec1eb4f0b66e","Directie Algemeen Waterbeleid en Veiligheid (IenM)","2010"
"10648/fdf4780c-92d8-4b3a-a6e9-c6e723081290","Directie Water en Bodem (IenM)","2010"
"10648/9e52f6c5-3807-407c-8ef5-6af81cf61c7e","Programmadirectie Eenvoudig Beter (IenM)","2011"
"10648/f8a80139-2b95-4264-bd2d-7503f9b4acfc","Programma Topsector Water/Internationaal (IenM)","2010"
"10648/c1f3e65a-7dbb-440c-a202-227a590eea59","Directoraat-Generaal Constitutionele Zaken en Koninkrijksrelaties (BZK)","1998-2003"
"10648/e22db0bd-4eaa-4224-a8d4-57ac006b213c","Rijk-regioprogramma Almere - Amsterdam - Markermeer (IenM)","2010-2013"
"10648/dfcadac3-c0b4-4d16-a1ee-fdb659c0ca26","Directoraat-Generaal Openbaar Bestuur (BZK)","1980-2003"
"10648/f151e143-91d0-4674-8836-5a80eaac95c2","Directie Binnenlands Bestuur (BZK)","1975-1983"
"10648/d0f3ca45-5b02-473e-9c81-2e6a7c8409ec","Directoraat-Generaal Management en Personeelsbeleid (BZK)","1986-2003"
"10648/deca3a8b-1f23-4ee0-ba06-e65d6a112c32","Directoraat-Generaal voor Overheidspersoneelsbeleid (BZK)","1975-1986"
"10648/afe8b195-ca69-431f-b92d-52312e157e15","Directie Bestuursondersteuning (IenM)","2010"
"10648/8a03be75-3b75-437b-8000-d3c61f1b184a","Directie Overheidsorganisatie en -automatisering (BZK)","1975-1986"
"10648/2d8886c2-186f-4513-9ec8-30cd4e42205f","Staf (BZK)","2007-2008"
"10648/8ab1c6d3-b28b-4ff5-a303-3959e35c6b43","Kennisinstituut voor Mobiliteitsbeleid (VenW, IenM)","2006"
"10648/2be218c1-8773-4dec-970d-2fefc1886441","Koninklijk Nederlands Meteorologisch Instituut (VenW, IenM)","1854"
"10648/b946fadf-fd21-4b41-b536-44cad402f37d","Planbureau voor de Leefomgeving (VROM, IenM)","2008"
"10648/0017f6e6-467c-4e06-a040-9f9d94fc88da","Ruimtelijk Planbureau (VROM)","2002-2008"
"10648/398637ad-ae23-4f03-b629-f99a059eb03c","Milieu- en Natuurplanbureau (VROM)","2005-2008"
"10648/e57be4c8-598a-4fd5-90f0-f5f97d0e2e83","De Nederlandse Emissieautoriteit (VROM, IenM)","2001-2012"
"10648/01d9aad0-d88f-4c94-8056-433b660d1ff5","Directie Bestuur, Democratie en Financiën (BZK)","2008-2015"
"10648/445670b9-cc2c-4cd5-93e1-89e19388227a","Hoofddirectie Bestuurlijke en Juridische Zaken (IenM)","2010"
"10648/65a4d40e-7ff2-4881-910d-0aa69a4f066a","Directie Communicatie (IenM)","2010"
"10648/2fd41948-d3b7-4d81-a0b5-712cd7c4ee50","Centrum Publieksparticipatie (VenW, IenM)","2000-2013"
"10648/02fe0de1-db60-4fe3-9cca-358ac239eece","Directie Bestuurlijke en Financiële Organisatie (BZK)","1983-2008"
"10648/98857701-d813-4aaf-86d5-84dc701d2a9e","Directie Financiën Binnenlands Bestuur (BZK)","1975-1983"
"10648/88ccd914-a669-4d78-ad55-a2cd773a5f52","Departementale Auditdienst (IenM)","2010-2012"
"10648/03e1708e-fb7d-4d2b-8940-36efd6ca45ef","Hoofddirectie Financiën, Management en Control (IenM)","2010"
"10648/5b63c99f-d9d1-441d-ab2f-4318ab219dd2","Shared Services Organisatie (IenM)","2010-2015"
"10648/61ea7887-9bac-411b-84a2-1fa05077a425","Directie Participatie (IenM)","2014"
"10648/75012423-5da6-41a2-b120-0f9a918cb48b","Directie Concern Informatievoorziening (IenM)","2010"
"10648/487b2a34-8b26-4448-90eb-ffcbddbeac2d","Directie Kennis, Innovatie en Strategie (IenM)","2010"
"10648/e07ccefa-d8a5-4461-bfb9-4da1cd3270ff","Staf Deltacommissaris (IenM)","2010"
"10648/e94a0153-9c02-40c2-a064-6c1de8ea70d0","Directie Arbeidszaken Publieke Sector (BZK)","2004-2015"
"10648/58c80f56-8242-4db2-8e7b-eb641f4ab621","Directie Arbeidszaken Overheid (BZK)","1986-2004"
"10648/c5423668-d87b-440d-8e7c-4bf192645dcd","Commissie Stuurliedenexamens (VenW, IenM)","1935"
"10648/b44dd87a-cadd-4844-89f5-9430d0944f00","Commissie van Beroep als bedoeld in artikel 3 Wet rijonderricht motorrijtuigen 1993 (VenW, IenM)","1995"
"10648/94acdb79-6bc4-417c-b0e0-2a81888cbee5","Commissie voor de Examens van scheepswerktuigkundigen (VenW, IenM)","1991"
"10648/135d1431-cfd9-4cc4-a345-11d16ca03b17","Commissie voor de Zeevisvaartexamens (VenW, IenM)","1935"
"10648/e189dec0-e89f-4750-9d77-1924eb312ee0","Dienst voor het kadaster en de openbare registers (Kadaster) (VROM, IenM)","1994"
"10648/077d47d8-b265-4754-ae75-05fb85cd0c28","Erkenninghouders Algemene Periodieke Keuring (APK) (Cluster) (VenW, IenM)","1994"
"10648/01cc9446-b6d2-4bf7-8017-69f17035b6c2","Examencommissie Certificaatloodsen (VenW, IenM)","1988"
"10648/8528ee40-5c05-4fea-a1a2-d7318ef5e00b","Havenbeheerders (Cluster) (VenW, IenM)","1983"
"10648/2af6bb99-bd78-4fe8-8811-ca7053286875","HISWA Vereniging (VenW, IenM)","1997"
"10648/c0aea3df-7a19-4d20-a7da-80dedea228c4","Keuringsinstanties geluidshinder (Cluster) (VWS, VROM, IenM)","2004"
"10648/bd4f1451-e40f-43bc-994b-e7675fc2d8a1","Directie Personeelsmanagement Rijksdienst (BZK)","1987-2004"
"10648/79648599-e3bb-47ae-8297-df04e8c120fd","Directie Formatiezaken (BZK)","1975-1987"
"10648/f570c393-9b6c-49e8-98f7-dcec178ba1ae","Keuringsinstanties pleziervaartuigen (Cluster) (VenW, IenM)","1997"
"10648/544dd77d-8784-4e7a-90dd-cb0730890ef1","Keuringsinstanties uitrusting zeeschepen (Cluster) (VenW, IenM)","2000"
"10648/838f6dbd-9cb4-40a6-a0ce-6dac44b52de7","Klassebureaus Scheepvaart (Cluster) (VenW, IenM)","2004"
"10648/c497c2cb-0b9a-4960-99ec-8fdb7f36c634","Directie Personeelsplanning en -Voorziening (BZK)","1987-1987"
"10648/3a79d35f-0e5d-4556-a64c-abfcbb18b382","Landelijke en Regionale Examencommissies verkeersinformatie en verkeersaanwijzingen (VenW, IenM)","2004"
"10648/653cbf00-d10c-4f7d-87b5-43cb6a920d5e","Luchtverkeersleiding Nederland (VenW, IenM)","1993"
"10648/e019eca7-6cbe-4063-9a42-6c33128efc15","Rijksdienst Wegverkeer (VenW, IenM)","1996"
"10648/668f3181-411c-49de-82a3-1dcf16a4299e","Centraal Bureau Spreiding Rijksdienst (BZK)","1967-1984"
"10648/1674a133-6d3c-4649-8b27-8a086d93aa2a","Afdeling Algemeen Secretariaat (BZK)","1975-1986"
"10648/5085d849-3435-404f-bc4d-b59db6032417","RPD Advies (BZK)","1950-1995"
"10648/26fb03aa-02dc-41b5-b707-01edf1eb650c","Rijkshavenmeesters (Cluster) (VenW, IenM)","1988"
"10648/28ef8859-fe8b-4e22-aca1-a8f5993dae09","Stichting Airport Coordination Netherlands (VenW, IenM)","1998"
"10648/fa11b076-ea8a-4e19-a067-fe8f697891e9","Stichting Centraal Bureau Rijvaardigheidsbewijzen (VenW, IenM)","1927"
"10648/8f0cbbad-1c81-468e-bdeb-ab79e878154b","Stichting Vaarbewijs- en marifoonexamens (IenM)","2011"
"10648/08095ec5-2e8a-4576-a84d-c9b2ab5181bc","Stichting Vakopleiding Automobiel- en Motorrijwielbedrijf (VenW, IenM)","1995"
"10648/c3a44ead-11f6-437b-966f-cbde5b6dd8df","Centraal Antecedentenbureau (BZK)","1975-1988"
"10648/45d3236b-9128-4c24-be7d-ebaaff519796","Stafafdeling Management en Personeelsbeleid (BZK)","1986-2004"
"10648/a629ce8f-ae59-41da-8a8d-3bef564164a7","Bureau Directeur-Generaal Management Openbare Sector (BZK)","2004-2007"
"10648/3549d8a8-afea-427a-9fab-29d897e28f37","Bureau Directeur-Generaal Organisatie en Bedrijfsvoering Rijk (BZK)","2007-2015"
"10648/d91fd2ba-e242-4586-89f5-d45307c5aad8","Bureau Directeur-Generaal Bestuur en Koninkrijksrelaties (BZK)","2003-2015"
"10648/d3888dfb-05aa-4a5a-b60c-02f97a44530e","Directie Managementdiensten (BZK)","1987-1987"
"10648/65c3c1ca-918a-4475-b204-8e4a66a4c33b","Advisering Bestuursrechtspraak voor Milieu en Ruimtelijke Ordening (VROM, IenM)","1995"
"10648/25928c4f-6e7a-444a-9eba-94da7d7c1ca7","Afvalfonds Verpakkingen (VROM, IenM)","2008"
"10648/bfc79443-e65c-4b06-bc43-46b2b0ebdb0a","Beheer en Toezicht Service Centrum Grond (VROM, IenM)","1989-2010"
"10648/f2311089-3085-436c-9c6e-6e517e014ae5","Bodembeheer Krimpenerwaard (VROM, IenM)","1998"
"10648/56422a07-125a-49f2-b689-a3edfbd7d326","Habiforum (VROM, IenM)","2001"
"10648/19e2313d-6bd8-4164-a2a3-53fb1a2728ca","Hoofdafdeling Informatievoorziening Overheidspersoneel (BZK)","1981-1990"
"10648/5fdc2210-9289-43c1-a81c-dad79394a000","Bodemsanering NS (VROM, IenM)","1996"
"10648/ccdc5d31-29d6-4f8b-84c9-7ec11dc4f5a9","Stichting Bouwresearch (VRO, VROM, IenM)","1968"
"10648/10af5fe8-4c37-4512-88b4-883ed287f89e","Stichting BSB Zuid (VROM, IenM)","1991"
"10648/dccdd127-1c73-4210-9bd7-829eccca7187","Stichting Bureau Afval Overleg Orgaan (VROM, IenM)","1991"
"10648/8464cda5-4a30-4ee7-a95e-ab900a4f5e08","Bureau Architectenregister (VROM, IenM)","1988"
"10648/5f04c55a-a7e8-414e-9d58-bc2314e732bb","Afdeling Integratie Personeelsadministratie (BZK)","1975-1980"
"10648/92b3938f-8fec-4d0d-a900-a4ef1c148121","Commissie voor de milieurapportage (VROM, IenM)","1991"
"10648/69b73275-85f5-44ee-81b5-e2a594ad5dc0","Center People for Buildings (VROM, IenM)","2001"
"10648/fca6d968-f5b7-4378-b028-de81abc117c7","Conseil du batiment (VRO, VROM, IenM)","1953"
"10648/8ecbd7d4-b006-4ecd-abcc-b48966ef94eb","Stichting Coordinatie Certificatie Milieu- en arbomanagementsystemen (VROM, IenM)","1995"
"10648/fd38b97a-24fd-4029-82db-ff673a67bdca","Directie Overheidspersoneelszaken (BZK)","1960-1986"
"10648/8a19bd9f-b5f2-4b63-9986-bc4083e89c18","Afdeling Projectcoördinatie (BZK)","1975-1986"
"10648/2bf7c46b-b00b-4faa-ba3a-520bc3a4db28","Adviseur Bedrijfsmaatschappelijk Werk (BZK)","1982-1986"
"10648/52d6e4fb-0836-40cc-a05d-0fe993f6a1f7","Rijks Opleidingsinstituut (BZK)","1980-1992"
"10648/b6da2526-9763-4d90-8f96-bce2086f61c0","Rijks Opleidings Centrum (BZK)","1971-1980"
"10648/686df724-f0e8-4b1b-85e1-b2c0873b86f9","Stichting Erkenningsregeling Koeltechnisch installatiebedrijf (VROM, IenM)","1991"
"10648/d1fb251f-d77e-4e86-b7ae-f2801750b4b6","Stichting Forum voor Stedelijke Vernieuwing (VROM, IenM)","1983"
"10648/95cf9ce0-fc72-4e76-85d8-e1f443cff2eb","Stichting Geonovum (VROM, IenM)","2007"
"10648/39dc72fd-cb05-406f-8dcf-2e926c79ea08","Stichting Geschillencommissie voor Publieksmilieuverslagen (VROM, IenM)","2001"
"10648/24287e4e-6b5d-42cf-8e5d-1d7b3f97df71","Informatiecentrum Eigen Bouw (VROM, IenM)","2002"
"10648/d1169333-a2cc-48d9-a604-10a6d0153cd6","Rijks Bedrijfsgezondheids- en Bedrijfsveiligheidsdienst (BZK)","1985-1996"
"10648/91ab5602-9c55-4486-959a-bb814e18845d","Rijks Geneeskundige Dienst (BZK)","1962-1985"
"10648/6281ef1d-368e-4adf-97c9-cfad3acb79e9","Agentschap Informatievoorziening Overheidspersoneel (BZK)","1990-2006"
"10648/e36ea633-8094-4ade-8de7-7a2f766563cd","Stichting Infrastructuur Kwaliteitsborging Bodembeheer (VROM, IenM)","2000"
"10648/e19bbb51-6669-4606-9109-bb058e05f537","Instituut voor Bouwrecht (VRO, VROM, IenM)","1968"
"10648/4fbeb278-2678-45d9-8f1e-884459db49f0","Stichting Kennis-, expertise- en innovatiecentrum Stedelijke Vernieuwing (VROM, IenM)","2000"
"10648/54b26ce7-9b47-4c4a-8bac-58e6f19a3feb","Stichting Kennisontwikkeling Kennisoverdracht Bodem (VROM, IenM)","1999"
"10648/5706713f-945d-45ea-ada8-e3c868c75a30","Stichting Klimaat voor Ruimte (VROM, IenM)","2004"
"10648/8062ed9c-3208-41c1-851a-0c7591f105c8","Stichting Milieu Centraal (VROM, IenM)","1997"
"10648/81f2f08c-7d59-4731-8f84-f108c0eb2bf4","Stichting Milieukeur (VROM, IenM)","1992"
"10648/334b9163-0aaa-4398-93ec-83f39f0fe726","Nederlands Migratie Instituut (VROM, IenM)","1991"
"10648/78f62264-110f-4a96-af65-fb0e3af93241","Stuurgroep Herinrichting Personeelsbeleid (BZK)","1984-1985"
"10648/67d46610-ada9-4a6f-b08d-9b6115e0abc6","Dienst Ziektekostenvoorziening Overheidspersoneel (BZK)","1975-2001"
"10648/d52cb31a-4fe6-4f46-acda-94de0b033fd8","KPMG Flexsourcing (BZK)","2001-2007"
"10648/404bd085-1d94-4c09-bbda-b835f83d5917","Nederlands Normalisatie Instituut (VRO, VROM, IenM)","1916"
"10648/eece59ab-39c4-439d-b815-149281a4d356","Netherlands Water Partnership (VROM, IenM)","1999"
"10648/639c3a17-de26-461b-bd6a-ec5a26efa3d1","Stichting Netherlands Institute for City Innovation Studies (IenM)","2006"
"10648/6d9c97a6-f099-4fb4-9040-405733c188b6","Stichting Ontwikkeling Historische Veenhuizen (VROM, IenM)","2006"
"10648/b3dfb359-d57f-4713-9157-074255abb520","Stichting Platform Buitenriolering Nederland (VROM, IenM)","1986"
"10648/3b143054-f420-4bab-a1c9-5b8472b9a7be","Stichting PSI Bouw (VROM)","2004-2008"
"10648/011c87c0-267a-4939-b7ba-736f8bae57d3","Regieraad Bouw (VROM)","2004-2009"
"10648/9a21d133-f4bd-4e45-b57a-0a05fc862657","Vernieuwing Bouw (IenM)","2010"
"10648/d473400e-05d7-47f7-9c02-c0a3f9164d43","Stichting Maritieme Dienstverlening (VROM, IenM)","1993"
"10648/ca9b916c-086b-4659-a19a-a9c0eccf2372","Stuurgroep Experimenten Volkshuisvesting (VROM)","1988-2009"
"10648/729e34a4-5006-4788-ab90-4332fc81389b","Platform 31 (IenM)","2010"
"10648/2d826086-854a-4664-b189-7b4ac8db908b","Stichting Sureac (VROM, IenM)","1996"
"10648/2622850d-cfd7-404c-8e80-6665149890ac","Sustainability Challenge Foundation (VROM, IenM)","1994"
"10648/7a477ff3-c9d9-4fe4-9126-fcfc9dec8553","Stichting Waarborgfonds Eigen Woningen (VROM, IenM)","1995"
"10648/d4b1cfef-9687-45e9-b45c-8c375bb4462a","Stichting Waarborgfonds sociale woningbouw (VROM, IenM)","1983"
"10648/f2447f71-0523-42c9-b0e4-c075ff28ad39","Stichting Wetenschappelijk Opleiding en Onderzoek Vastgoedkennis (VROM)","2003-2010"
"10648/406e678e-f9f8-45ab-b1de-8736f6a6dba4","Stichting Bereikbaarheid Rijnmond (VenW)","1993"
"10648/e9864c22-4485-4d56-a765-c7852b462ebe","LSNed Leidingenstraat (VenW, IenM)","1978"
"10648/26ddeae2-a197-42a7-aaf8-2fb1c7479c13","Bureau Voorlichting Binnenvaart (VenW, IenM)","1989"
"10648/a0a1ac45-6bcd-4e0d-9591-40b39f411679","Kenniscentrum voor ondergronds bouwen en ondergronds ruimtegebruik (VenW, IenM)","1995"
"10648/75a37320-c890-4697-9576-9130728e85b9","Stichting Connekt (VenW, IenM)","2000"
"10648/46b2c29e-67d2-4068-8f18-fe131ab1da66","Stichting CROW (VenW, IenM)","1987"
"10648/9cae16e3-94e1-4d70-8910-4e7cc399ce5b","Stichting Deltares (VenW, IenM)","2007"
"10648/aac53238-9007-4d4a-a056-714b472d59f4","Stichting Dr. Ir. Cornelis Lely (VenW, IenM)","1987-2011"
"10648/788c3cd6-7282-4f5c-8b2a-98c8e66834c3","Stafbureau Openbaar Bestuur (BZK)","1981-2004"
"10648/689cf28f-abbc-41ab-baed-06098d1f1720","Stichting Examensbureau Beroepsvervoer (VenW)","1947-2008"
"10648/9706dee7-a171-4848-ada5-098b0c799b87","Stichting Exameninstituut Veiligheidsadviseur (VenW)","1998-2004"
"10648/6b6aec7a-5aa2-48db-b43f-710ad7df089c","Fonds Collectief Onderzoek GWW (VROM)","1997-2010"
"10648/aec22f44-452c-46be-a43b-a7e50871943a","Stichting Mainport en Groen (VenW, IenM)","1996"
"10648/75e0cb99-947a-4763-a0a5-37b27291056b","Stichting Nationale en Internationale Wegvervoer Organisatie (VenW, IenM)","1946"
"10648/686dd647-1bcf-46e0-9205-3d4da6be1c81","Nationale Nautische Verkeersdienstopleiding (VenW, IenM)","2003"
"10648/ef1e8a0a-a50d-4034-a954-221c7f570597","Directie Bestuurszaken (BZK)","1983-1986"
"10648/e6253c7d-de6b-4fb9-a39d-d93a8f8939dd","Stichting Nederlands Maritiem Land (VenW, IenM)","1997"
"10648/97cbba49-21e6-4516-8bce-7c9fd888a2e4","Stichting OV-fiets (VenW)","2002-2008"
"10648/a249c440-436e-4cde-9194-0568f24beb07","Stichting Participatiefonds Gemeentelijke Vervoerbedrijven (VenW)","1999-2009"
"10648/f351ebf5-73c5-457c-a596-cb00855ba146","Directie Interbestuurlijke Betrekkingen en Informatievoorziening (BZK)","1986-1999"
"10648/c40cc27e-eec4-4729-87cf-ab9011fd2146","INNOVAM (VenW, IenM)","1982"
"10648/79b338f8-0a75-44f3-99c3-9e1d81d4c37c","European Shortsea Shipping (VenW, IenM)","1997-2009"
"10648/06ab8321-635b-451c-baf9-b601afc56126","Stichting Wetenschappelijk onderzoek KNMI (VenW)","1991-2009"
"10648/61c17624-cbeb-467f-9f4a-37c711cfa996","Directie Grote Stedenbeleid en Interbestuurlijke Betrekkingen (BZK)","1999-2007"
"10648/1f240073-f858-43e3-af2f-cc8ebdbd35d4","Stichting Wetenschappelijk Onderzoek Verkeersveiligheid (VenW, IenM)","1962"
"10648/c14664c3-e0dc-4b96-b274-b730418e5dfb","Directie Informatiebeleid Openbare Sector (BZK)","1999-2005"
"10648/d5edd66c-0e4d-42d2-9d6f-ee1f0d25a5fe","Directie Innovatie en Informatiebeleid Openbare Sector (BZK)","2005-2008"
"10648/366989ab-1b49-4ed8-a51a-ed1b5213a6b7","Programmadirectie Dienstverlening, Regeldruk en Informatiebeleid (BZK)","2008-2011"
"10648/7984ba37-5497-4dd4-a2d1-5b9805d00b06","Directie Burgerschap en Informatiebeleid (BZK)","2011-2015"
"10648/ae5eeca8-aa32-4104-8269-1c8b411c0b06","Departementaal Coördinatiecentrum Crisisbeheersing (IenM)","2010"
"10648/4bf9510c-2366-4188-a583-ec962a0081c1","Rijksdienst voor Identiteitsgegevens (BZK)","1999"
"10648/546a81f4-9b98-488d-9f69-e914128792b2","Beheerorganisatie Gemeentelijke Basisadministratie Persoonsgegevens (BZK)","1998-1999"
"10648/b418d576-2320-4cdd-8bb9-314d8100d3de","Projectbureau Gemeentelijke Basisadministratie (BZK)","1986-1998"
"10648/51211247-bd8f-4af5-9a95-27db5618eb3f","Directeur Projecten (BZK)","1994-1998"
"10648/041ff514-9a0b-431f-b015-da462194355d","Commissie Interdepartementaal Overleg Zeegaande Vaartuigen (VenW, IenM)","1987"
"10648/83155b39-d8ff-4045-958f-9a429a29ecf6","Bureau Verkenningen en Onderzoek (BZK)","2010-2015"
"10648/088931e6-39da-4759-8402-5340ccfe962d","Nationaal Comité voor het International Hydrological Programme van UNESCO en het Hydrology and Water Resources Programme (VenW, IenM)","1964"
"10648/23a03ed9-d625-4975-83f4-6581d2d9af6a","Programmadirectie Krachtig Bestuur (BZK)","2008-2011"
"10648/cb238452-d4be-4b56-bfba-57a606de0b00","Nationale Havenraad (VenW, IenM)","1986-2012"
"10648/68d048c8-1bb3-4bf6-8f1c-ff9d5724db70","Vertegenwoordiging van Nederland in Aruba, Curaçao en Sint Maarten (BZK)","2010"
"10648/4db3033c-d410-4052-bcb2-4ded9ab35017","Raad voor de Scheepvaart (VenW, IenM)","1909"
"10648/ad8eb030-4b8c-461d-9eed-c510321ae2ac","Raad voor Verkeer en Waterstaat (VenW, IenM)","1990-2012"
"10648/950184de-0e33-4b6e-97c9-1c7a34d5bc4d","Vertegenwoordiging van Nederland in Aruba (BZK)","1998-2010"
"10648/16eb71d7-fa8e-418c-8e33-93d1cc13c533","Vertegenwoordiging van Nederland in de Nederlandse Antillen (BZK)","1998-2010"
"10648/72656d5d-59cc-4aa2-a76b-9346dff8d3ac","Logius (BZK)","2006"
"10648/d5b35088-884c-4782-8039-a5fc970d1823","Raad voor de leefomgeving en infrastructuur (IenM)","2012"
"10648/bcb741f9-ba49-41d7-b913-ec0c6bc78d29","VROM-raad (VROM, IenM)","1996-2011"
"10648/c936e110-2e4e-4ece-90d4-2c8b46f653f8","Raad voor de Wadden (VROM, IenM)","1996"
"10648/da6375a3-c7ed-4a41-8b65-6f64e1c080f1","Handhavingsbeleid (IenM)","2012"
"10648/35b64522-30c3-4635-bb52-182b313824f2","Risicovolle Bedrijven (IenM)","2012"
"10648/15e2f65c-c146-46b1-8282-72622d148aa4","Rail en Wegvervoer (IenM)","2012"
"10648/71cf264b-6664-45f5-8299-3252660b6680","Scheepvaart (IenM)","2012"
"10648/53619747-3cd7-4360-bed9-c5af8caffcd4","Luchtvaart (IenM)","2012"
"10648/b91c1f92-e2ee-470a-bdde-0ad8805ce9f0","Risicovolle Stoffen en Producten (IenM)","2012"
"10648/12d386f0-95a0-4b3a-9258-060b902b19ae","Water, Bodem en Bouwen (IenM)","2012"
"10648/dff3bba8-e829-49d4-bc44-ca4ca4938497","Bedrijfsvoering (IenM)","2012"
"10648/c0093f70-1560-4a26-8f9c-2ab6f7ffff2b","Directie Begroting en Beleidscontrol (IenM)","2010"
"10648/b3076d39-8b4a-41d1-b2cc-0043782689e8","Directie Bedrijfsvoering, Organisatie en Informatiebeleid (IenM)","2010"
"10648/0e4bd8b2-b46f-4e88-ac03-5e1e7ae56755","Afdeling Directie- en Communicatieadvies (IenM)","2010"
"10648/d3724aec-fd9a-4112-b5a1-28da6e9b656f","Directie Regie en Informatiemanagement (IenM)","2010"
"10648/d858b430-5199-4bb0-b4cf-c8b273d4b9b0","Directie Financiën en Inkoop (IenM)","2010"
"10648/b6039c79-5097-4c1e-a3d5-b2e7a8610293","Directie Human Resources Management en Facilitair Management (IenM)","2010"
"10648/1c261c7b-37b0-4375-a68f-aeaaf021fcee","Directie Human Resource Management (IenM)","2010"
"10648/7898dfb3-7a67-4dc5-a4dc-5a6d777df99b","Directie Woningbouw (VROM, BZK)","2007-2015"
"10648/5aa2055a-3ca0-462c-88ac-e5fdc0ede18e","Directie Coördinatie Integratiebeleid Minderheden (BZK, Justitie)","1979-2007"
