"cbsId","cbsIdCount","cbsName","cbsComment","cbsShort","cbsShortCount","cbsLong","cbsLongCount"
"WS29","2","Waterschap Vechtstromen (WS)","WS = Waterschap. <br>Waterschappen zijn overheidsorganen waarop de waterschapswet van toepassing is.. <br>Onder waterschappen vallen ook hoogheemraadschappen.. <br>Ze hebben als taak om de waterhuishouding te regelen (zorgen voor droge voeten en schoon water).. <br>De indeling is voor het laatst herzien op 1 januari 2016 en telt vanaf die datum 22 waterschappen.. <br>Het gebied van een waterschap wordt niet bepaald door gemeente- of provinciegrenzen, maar door stroomgebieden of afwateringsgebieden.. <br>Dit waterschap is per 1/1/2014 ontstaan door fusie van Waterschap Regge & Dinkel met Waterschap Velt en Vecht.","","","",""
"WS89","1","Waterschapsbedrijf Limburg","Het Waterschapsbedrijf Limburg is een samenwerkingsverband (gemeenschappelijke regeling) van de Limburgse waterschappen Peel en Maasvallei en Roer en Overmaas.","","","",""
"WS30","1","Waterschap Drents Overijsselse Delta(WS)","WS = Waterschap. <br>Waterschappen zijn overheidsorganen waarop de waterschapswet van toepassing is.. <br>Onder waterschappen vallen ook hoogheemraadschappen.. <br>Ze hebben als taak om de waterhuishouding te regelen (zorgen voor droge voeten en schoon water).. <br>De indeling is voor het laatst herzien op 1 januari 2016 en telt vanaf die datum 22 waterschappen.. <br>Het gebied van een waterschap wordt niet bepaald door gemeente- of provinciegrenzen, maar door stroomgebieden of afwateringsgebieden.. <br>Dit waterschap is per 1/1/2016 ontstaan door fusie van Waterschap Groot Salland met Waterschap Reest en Wieden.","","","",""
"","","Aarle-Rixtel","","0739","1","",""
"","","Alphen en Riel","","0741","1","",""
"","","Anloo","","0105","2","",""
"","","Arnemuiden","","0649","1","",""
"","","Bakel en Milheeze","","0745","1","",""
"","","Beek en Donk","","0746","1","",""
"","","Beilen","","0107","2","",""
"","","Berkel-Enschot","","0751","1","",""
"","","Bladel en Netersel","","0754","1","",""
"","","Borger","","0108","2","",""
"","","Brouwershaven","","0656","1","",""
"","","Bruinisse","","0657","1","",""
"","","Chaam","","0760","1","",""
"","","Dalen","","0110","2","",""
"","","Diessen","","0763","1","",""
"","","Diever","","0111","2","",""
"","","Dinteloord en Prinsenland","","0764","1","",""
"","","Domburg","","0660","1","",""
"","","Drunen","","0767","1","",""
"","","Duiveland","","0662","1","",""
"","","Dussen","","0769","1","",""
"","","Dwingeloo","","0112","2","",""
"","","Eelde","","0113","2","",""
"","","Fijnaart en Heijningen","","0778","1","",""
"","","Gasselte","","0115","2","",""
"","","Gemert","","0782","1","",""
"","","Gieten","","0116","2","",""
"","","'s Gravenmoer","","0787","1","",""
"","","Halsteren","","0789","1","",""
"","","Havelte","","0117","2","",""
"","","Heeze","","0793","1","",""
"","","Hoeven","","0799","1","",""
"","","Hooge en Lage Mierde","","0801","1","",""
"","","Hooge en Lage Zwaluwe","","0802","1","",""
"","","Hoogeloon c.a.","","0800","1","",""
"","","Huijbergen","","0803","1","",""
"","","Klundert","","0804","1","",""
"","","Leende","","0805","1","",""
"","","Lieshout","","0807","1","",""
"","","Luyksgestel","","0810","1","",""
"","","Maarheeze","","0811","1","",""
"","","Made en Drimmelen","","0812","1","",""
"","","Mariekerke","","0686","1","",""
"","","Middenschouwen","","0688","1","",""
"","","Moergestel","","0816","1","",""
"","","Nieuw-Ginneken","","0817","1","",""
"","","Nieuw-Vossemeer","","0818","1","",""
"","","Nijeveen","","0121","2","",""
"","","Norg","","0120","2","",""
"","","Odoorn","","0122","2","",""
"","","Oost-, West- en Middelbeers","","0825","1","",""
"","","Oosterhesselen","","0123","2","",""
"","","Ossendrecht","","0829","1","",""
"","","Oud en Nieuw Gastel","","0831","1","",""
"","","Oudenbosch","","0830","1","",""
"","","Peize","","0124","2","",""
"","","Prinsenbeek","","0832","1","",""
"","","Putte","","0833","1","",""
"","","Raamsdonk","","0834","1","",""
"","","Reusel","","0836","1","",""
"","","Riethoven","","0837","1","",""
"","","Rijsbergen","","0841","1","",""
"","","Roden","","0125","2","",""
"","","Rolde","","0126","2","",""
"","","Roosendaal en Nispen","","0838","1","",""
"","","Ruinen","","0127","2","",""
"","","Ruinerwold","","0128","2","",""
"","","Schoonebeek","","0129","2","",""
"","","Sleen","","0130","2","",""
"","","Smilde","","0131","2","",""
"","","Sprang-Capelle","","0849","1","",""
"","","Standdaarbuiten","","0850","1","",""
"","","Stramproy","","0973","2","",""
"","","Terheijden","","0853","1","",""
"","","Teteringen","","0854","1","",""
"","","Udenhout","","0857","1","",""
"","","Valkenisse","","0720","1","",""
"","","Vessem c.a.","","0862","1","",""
"","","Vierlingsbeek","","0863","2","",""
"","","Vledder","","0132","2","",""
"","","Vlijmen","","0864","1","",""
"","","Vries","","0133","2","",""
"","","Waspik","","0869","1","",""
"","","Westerbork","","0134","2","",""
"","","Westerhoven","","0871","1","",""
"","","Westerschouwen","","0725","1","",""
"","","Westkapelle","","0726","1","",""
"","","de Wijk","","0135","2","",""
"","","Willemstad","","0872","1","",""
"","","Wouw","","0875","1","",""
"","","Zierikzee","","0732","1","",""
"","","Zuidwolde","","0137","2","",""
"","","Zweeloo","","0138","2","",""
"","","Reusel- De Mierden","","1667","1","",""
