collection_date,owms_label,owms_uri,don_uri,don_label,afkorting,endDate,parent,type,opvolger_label
24/08/2016,Alkemade,http://standaarden.overheid.nl/owms/terms/Alkemade_(gemeente),https://data.overheid.nl/overheidsorganisatie/alkemade,Alkemade,,31/12/08,,Gemeente,Kaag en Braassem
24/08/2016,Alkmaar,http://standaarden.overheid.nl/owms/terms/Alkmaar_(gemeente),https://data.overheid.nl/overheidsorganisatie/alkmaar,Alkmaar,,,,Gemeente,
24/08/2016,Almelo,http://standaarden.overheid.nl/owms/terms/Almelo,,,,,,Gemeente,
24/08/2016,Almere,http://standaarden.overheid.nl/owms/terms/Almere_(gemeente),https://data.overheid.nl/overheidsorganisatie/almere,Almere,,,,Gemeente,
24/08/2016,Alphen aan den Rijn,http://standaarden.overheid.nl/owms/terms/Alphen_aan_den_Rijn_(gemeente),https://data.overheid.nl/overheidsorganisatie/alphen-aan-den-rijn,Alphen aan den Rijn,,,,Gemeente,
24/08/2016,Alphen-Chaam,http://standaarden.overheid.nl/owms/terms/Alphen-Chaam,,,,,,Gemeente,
24/08/2016,Ambt Delden,http://standaarden.overheid.nl/owms/terms/Ambt_Delden_(gemeente),https://data.overheid.nl/overheidsorganisatie/ambt-delden,Ambt Delden,,31/12/00,,Gemeente,Hof van Twente
24/08/2016,Ambt Montfort,http://standaarden.overheid.nl/owms/terms/Ambt_Montfort,,,,31/12/06,,Gemeente,Roerdalen
24/08/2016,Ameland,http://standaarden.overheid.nl/owms/terms/Ameland,,,,,,Gemeente,
24/08/2016,Amerongen,http://standaarden.overheid.nl/owms/terms/Amerongen_(gemeente),https://data.overheid.nl/overheidsorganisatie/amerongen,Amerongen,,31/12/05,,Gemeente,Utrechtse Heuvelrug
24/08/2016,Amersfoort,http://standaarden.overheid.nl/owms/terms/Amersfoort_(gemeente),https://data.overheid.nl/overheidsorganisatie/amersfoort,Amersfoort,,,,Gemeente,
24/08/2016,Amstelland- en Meerlanden Overleg,http://standaarden.overheid.nl/owms/terms/Amstelland-_en_Meerlanden_Overleg,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Amstelveen,http://standaarden.overheid.nl/owms/terms/Amstelveen_(gemeente),https://data.overheid.nl/overheidsorganisatie/amstelveen,Amstelveen,,,,Gemeente,
24/08/2016,Amsterdam,http://standaarden.overheid.nl/owms/terms/Amsterdam,https://data.overheid.nl/overheidsorganisatie/amsterdam,Amsterdam,,,,Gemeente,
24/08/2016,Amsterdam - Bos en Lommer,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Bos_en_Lommer,https://data.overheid.nl/overheidsorganisatie/amsterdam-bos-en-lommer,Amsterdam - Bos en Lommer,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Centrum,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Centrum,https://data.overheid.nl/overheidsorganisatie/amsterdam-centrum,Amsterdam - Centrum,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - De Baarsjes,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_De_Baarsjes,https://data.overheid.nl/overheidsorganisatie/amsterdam-de-baarsjes,Amsterdam - De Baarsjes,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Geuzenveld-Slotermeer,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Geuzenveld-Slotermeer,https://data.overheid.nl/overheidsorganisatie/amsterdam-geuzenveld-slotermeer,Amsterdam - Geuzenveld-Slotermeer,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Nieuw-West,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Nieuw-West,https://data.overheid.nl/overheidsorganisatie/amsterdam-nieuw-west,Amsterdam - Nieuw-West,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Noord,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Noord,https://data.overheid.nl/overheidsorganisatie/amsterdam-noord,Amsterdam - Noord,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Oost,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Oost,https://data.overheid.nl/overheidsorganisatie/amsterdam-oost,Amsterdam - Oost,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Oost/Watergraafsmeer,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Oost-Watergraafsmeer,https://data.overheid.nl/overheidsorganisatie/amsterdam-oostwatergraafsmeer,Amsterdam - Oost/Watergraafsmeer,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Osdorp,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Osdorp,https://data.overheid.nl/overheidsorganisatie/amsterdam-osdorp,Amsterdam - Osdorp,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Oud Zuid,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Oud_Zuid,https://data.overheid.nl/overheidsorganisatie/amsterdam-oud-zuid,Amsterdam - Oud Zuid,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Oud-West,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Oud-West,https://data.overheid.nl/overheidsorganisatie/amsterdam-oud-west,Amsterdam - Oud-West,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Slotervaart,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Slotervaart,https://data.overheid.nl/overheidsorganisatie/amsterdam-slotervaart,Amsterdam - Slotervaart,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - West,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_West,https://data.overheid.nl/overheidsorganisatie/amsterdam-west,Amsterdam - West,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Westerpark,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Westerpark,https://data.overheid.nl/overheidsorganisatie/amsterdam-westerpark,Amsterdam - Westerpark,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Westpoort,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Westpoort,https://data.overheid.nl/overheidsorganisatie/amsterdam-westpoort,Amsterdam - Westpoort,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Zeeburg,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Zeeburg,https://data.overheid.nl/overheidsorganisatie/amsterdam-zeeburg,Amsterdam - Zeeburg,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Zuid,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Zuid,https://data.overheid.nl/overheidsorganisatie/amsterdam-zuid,Amsterdam - Zuid,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Zuideramstel,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Zuideramstel,https://data.overheid.nl/overheidsorganisatie/amsterdam-zuideramstel,Amsterdam - Zuideramstel,,19/03/14,,Deelgemeente,
24/08/2016,Amsterdam - Zuidoost,http://standaarden.overheid.nl/owms/terms/Amsterdam_-_Zuidoost,https://data.overheid.nl/overheidsorganisatie/amsterdam-zuidoost,Amsterdam - Zuidoost,,19/03/14,,Deelgemeente,
24/08/2016,Andijk,http://standaarden.overheid.nl/owms/terms/Andijk_(gemeente),https://data.overheid.nl/overheidsorganisatie/andijk,Andijk,,31/12/10,,Gemeente,Medemblik
24/08/2016,Angerlo,http://standaarden.overheid.nl/owms/terms/Angerlo_(gemeente),https://data.overheid.nl/overheidsorganisatie/angerlo,Angerlo,,31/12/04,,Gemeente,Zevenaar
24/08/2016,Anna Paulowna,http://standaarden.overheid.nl/owms/terms/Anna_Paulowna_(gemeente),https://data.overheid.nl/overheidsorganisatie/anna-paulowna,Anna Paulowna,,31/12/11,,Gemeente,Hollands Kroon
24/08/2016,Apeldoorn,http://standaarden.overheid.nl/owms/terms/Apeldoorn_(gemeente),https://data.overheid.nl/overheidsorganisatie/apeldoorn,Apeldoorn,,,,Gemeente,
24/08/2016,Appingedam,http://standaarden.overheid.nl/owms/terms/Appingedam_(gemeente),https://data.overheid.nl/overheidsorganisatie/appingedam,Appingedam,,,,Gemeente,
24/08/2016,Aqualysis,http://standaarden.overheid.nl/owms/terms/Aqualysis,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Arbeidsinspectie,http://standaarden.overheid.nl/owms/terms/Arbeidsinspectie,https://data.overheid.nl/overheidsorganisatie/arbeidsinspectie,Arbeidsinspectie,,31/12/11,http://standaarden.overheid.nl/owms/terms/Ministerie_van_Sociale_Zaken_en_Werkgelegenheid,Rijksinspectie,Inspectie SZW
24/08/2016,Arcen en Velden,http://standaarden.overheid.nl/owms/terms/Arcen_en_Velden_(gemeente),https://data.overheid.nl/overheidsorganisatie/arcen-en-velden,Arcen en Velden,,31/12/09,,Gemeente,Venlo
24/08/2016,Arnhem,http://standaarden.overheid.nl/owms/terms/Arnhem_(gemeente),https://data.overheid.nl/overheidsorganisatie/arnhem,Arnhem,,,,Gemeente,
24/08/2016,Assen,http://standaarden.overheid.nl/owms/terms/Assen_(gemeente),https://data.overheid.nl/overheidsorganisatie/assen,Assen,,,,Gemeente,
24/08/2016,Asten,http://standaarden.overheid.nl/owms/terms/Asten_(gemeente),https://data.overheid.nl/overheidsorganisatie/asten,Asten,,,,Gemeente,
24/08/2016,Atlant Groep,http://standaarden.overheid.nl/owms/terms/atlantgrp,,,,31/12/15,,Regionaal samenwerkingsorgaan,Werkbedrijf Atlant De Peel
24/08/2016,Autoriteit Consument en Markt,http://standaarden.overheid.nl/owms/terms/Autoriteit_Consument_en_Markt,,,,,,Zelfstandig bestuursorgaan,
24/08/2016,Autoriteit Financiële Markten,http://standaarden.overheid.nl/owms/terms/Autoriteit_Financiele_Markten,,,,,,Zelfstandig bestuursorgaan,
24/08/2016,Avereest,http://standaarden.overheid.nl/owms/terms/Avereest_(gemeente),https://data.overheid.nl/overheidsorganisatie/avereest,Avereest,,31/12/00,,Gemeente,Hardenberg
24/08/2016,Avres,http://standaarden.overheid.nl/owms/terms/avres,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Avri,http://standaarden.overheid.nl/owms/terms/avri,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Axel,http://standaarden.overheid.nl/owms/terms/Axel_(gemeente),https://data.overheid.nl/overheidsorganisatie/axel,Axel,,31/12/02,,Gemeente,Terneuzen
24/08/2016,Baarle-Nassau,http://standaarden.overheid.nl/owms/terms/Baarle-Nassau_(gemeente),https://data.overheid.nl/overheidsorganisatie/baarle-nassau,Baarle-Nassau,,,,Gemeente,
24/08/2016,Baarn,http://standaarden.overheid.nl/owms/terms/Baarn_(gemeente),https://data.overheid.nl/overheidsorganisatie/baarn,Baarn,,,,Gemeente,
24/08/2016,BAR-organisatie,http://standaarden.overheid.nl/owms/terms/BAR-organisatie,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Barendrecht,http://standaarden.overheid.nl/owms/terms/Barendrecht_(gemeente),https://data.overheid.nl/overheidsorganisatie/barendrecht,Barendrecht,,,,Gemeente,
24/08/2016,Barneveld,http://standaarden.overheid.nl/owms/terms/Barneveld_(gemeente),https://data.overheid.nl/overheidsorganisatie/barneveld,Barneveld,,,,Gemeente,
24/08/2016,Basisadministratie Persoonsgegevens en Reisdocumenten,http://standaarden.overheid.nl/owms/terms/Basisadministratie_Persoonsgegevens_en_Reisdocumenten,,,BPR,,http://standaarden.overheid.nl/owms/terms/Ministerie_van_Binnenlandse_Zaken_en_Koninkrijksrelaties,Dienst,Rijksdienst voor Identiteitsgegevens
24/08/2016,Bathmen,http://standaarden.overheid.nl/owms/terms/Bathmen_(gemeente),https://data.overheid.nl/overheidsorganisatie/bathmen,Bathmen,,31/12/04,,Gemeente,Deventer
24/08/2016,Bedrijfschap Afbouw,http://standaarden.overheid.nl/owms/terms/Bedrijfschap_Afbouw,,,,,,Openbaar Lichaam,
24/08/2016,Bedrijfschap Horeca en Catering,http://standaarden.overheid.nl/owms/terms/Bedrijfschap_Horeca_en_Catering,,,,,,Openbaar Lichaam,
24/08/2016,Bedrijfschap Natuursteenbedrijf,http://standaarden.overheid.nl/owms/terms/Bedrijfschap_Natuursteenbedrijf,,,,,,Openbaar Lichaam,
24/08/2016,Bedrijfschap voor het Slagersbedrijf,http://standaarden.overheid.nl/owms/terms/Bedrijfschap_voor_het_Slagersbedrijf,,,,,,Openbaar Lichaam,
24/08/2016,Bedrijfsfonds voor de Pers,http://standaarden.overheid.nl/owms/terms/Bedrijfsfonds_voor_de_Pers,,,,30/06/07,,Zelfstandig bestuursorgaan,Stimuleringsfonds voor de Pers
24/08/2016,Bedrijfstak- en beroepspensioenfondsen,http://standaarden.overheid.nl/owms/terms/Bedrijfstak-_en_beroepspensioenfondsen_(cluster),,,,,,Zelfstandig bestuursorgaan,
24/08/2016,Bedrijvenschap Regio Gouda,http://standaarden.overheid.nl/owms/terms/Bedrijvenschap_Regio_Gouda,,,,,,Overheidsorganisatie,
24/08/2016,Bedum,http://standaarden.overheid.nl/owms/terms/Bedum_(gemeente),https://data.overheid.nl/overheidsorganisatie/bedum,Bedum,,,,Gemeente,
24/08/2016,Beek,http://standaarden.overheid.nl/owms/terms/Beek_(gemeente),https://data.overheid.nl/overheidsorganisatie/beek,Beek,,,,Gemeente,
24/08/2016,Beemster,http://standaarden.overheid.nl/owms/terms/Beemster_(gemeente),https://data.overheid.nl/overheidsorganisatie/beemster,Beemster,,,,Gemeente,
24/08/2016,Beesel,http://standaarden.overheid.nl/owms/terms/Beesel_(gemeente),https://data.overheid.nl/overheidsorganisatie/beesel,Beesel,,,,Gemeente,
24/08/2016,BEL Combinatie,http://standaarden.overheid.nl/owms/terms/BEL_Combinatie,,,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Belastingdienst,http://standaarden.overheid.nl/owms/terms/Belastingdienst,https://data.overheid.nl/overheidsorganisatie/belastingdienst,Belastingdienst,,,http://standaarden.overheid.nl/owms/terms/Ministerie_van_Financien,Dienst,
24/08/2016,Belastingsamenwerking Oost-Brabant,http://standaarden.overheid.nl/owms/terms/Belastingsamenwerking_Oost-Brabant,,,BSOB,,,Regionaal samenwerkingsorgaan,
24/08/2016,Belastingsamenwerking Rivierenland,http://standaarden.overheid.nl/owms/terms/Belastingsamenwerking_Rivierenland,,,BSR,,,Regionaal samenwerkingsorgaan,
24/08/2016,Belfeld,http://standaarden.overheid.nl/owms/terms/Belfeld_(gemeente),https://data.overheid.nl/overheidsorganisatie/belfeld,Belfeld,,31/12/00,,Gemeente,Venlo
24/08/2016,Bellingwedde,http://standaarden.overheid.nl/owms/terms/Bellingwedde,,,,,,Gemeente,
24/08/2016,Bemmel,http://standaarden.overheid.nl/owms/terms/Bemmel_(gemeente),https://data.overheid.nl/overheidsorganisatie/bemmel,Bemmel,,31/12/02,,Gemeente,Lingewaard
24/08/2016,Bennebroek,http://standaarden.overheid.nl/owms/terms/Bennebroek_(gemeente),https://data.overheid.nl/overheidsorganisatie/bennebroek,Bennebroek,,31/12/08,,Gemeente,Bloemendaal
24/08/2016,Berg en Dal,http://standaarden.overheid.nl/owms/terms/Berg_en_Dal,,,,,,Gemeente,
24/08/2016,Bergambacht,http://standaarden.overheid.nl/owms/terms/Bergambacht_(gemeente),https://data.overheid.nl/overheidsorganisatie/bergambacht,Bergambacht,,31/12/14,,Gemeente,Krimpenerwaard
24/08/2016,Bergeijk,http://standaarden.overheid.nl/owms/terms/Bergeijk_(gemeente),https://data.overheid.nl/overheidsorganisatie/bergeijk,Bergeijk,,,,Gemeente,
24/08/2016,Bergen (L),http://standaarden.overheid.nl/owms/terms/Bergen_(Li),,,,,,Gemeente,
24/08/2016,Bergen (NH),http://standaarden.overheid.nl/owms/terms/Bergen_(NH),,,,,,Gemeente,
24/08/2016,Bergen op Zoom,http://standaarden.overheid.nl/owms/terms/Bergen_op_Zoom_(gemeente),https://data.overheid.nl/overheidsorganisatie/bergen-op-zoom,Bergen op Zoom,,,,Gemeente,
24/08/2016,Bergen (Li),http://standaarden.overheid.nl/owms/terms/Bergen_oud,,,,,,Gemeente,
24/08/2016,Bergh,http://standaarden.overheid.nl/owms/terms/Bergh_(gemeente),https://data.overheid.nl/overheidsorganisatie/bergh,Bergh,,31/12/04,,Gemeente,Montferland
24/08/2016,Bergschenhoek,http://standaarden.overheid.nl/owms/terms/Bergschenhoek_(gemeente),https://data.overheid.nl/overheidsorganisatie/bergschenhoek,Bergschenhoek,,31/12/06,,Gemeente,Lansingerland
24/08/2016,Berkel en Rodenrijs,http://standaarden.overheid.nl/owms/terms/Berkel_en_Rodenrijs_(gemeente),https://data.overheid.nl/overheidsorganisatie/berkel-en-rodenrijs,Berkel en Rodenrijs,,31/12/06,,Gemeente,Lansingerland
24/08/2016,Berkelland,http://standaarden.overheid.nl/owms/terms/Berkelland,,,,,,Gemeente,
24/08/2016,Bernheze,http://standaarden.overheid.nl/owms/terms/Bernheze,,,,,,Gemeente,
24/08/2016,Bernisse,http://standaarden.overheid.nl/owms/terms/Bernisse_(gemeente),https://data.overheid.nl/overheidsorganisatie/bernisse,Bernisse,,31/12/14,,Gemeente,Nissewaard
24/08/2016,Best,http://standaarden.overheid.nl/owms/terms/Best_(gemeente),https://data.overheid.nl/overheidsorganisatie/best,Best,,,,Gemeente,
24/08/2016,Bestuur Regio Utrecht,http://standaarden.overheid.nl/owms/terms/Bestuur_Regio_Utrecht,https://data.overheid.nl/overheidsorganisatie/bestuur-regio-utrecht,Bestuur Regio Utrecht,,,,Regionaal samenwerkingsorgaan,
24/08/2016,Beuningen,http://standaarden.overheid.nl/owms/terms/Beuningen_(gemeente),https://data.overheid.nl/overheidsorganisatie/beuningen,Beuningen,,,,Gemeente,
24/08/2016,Beverwijk,http://standaarden.overheid.nl/owms/terms/Beverwijk_(gemeente),https://data.overheid.nl/overheidsorganisatie/beverwijk,Beverwijk,,,,Gemeente,
24/08/2016,Binnenmaas,http://standaarden.overheid.nl/owms/terms/Binnenmaas,,,,,,Gemeente,
24/08/2016,Bladel,http://standaarden.overheid.nl/owms/terms/Bladel_(gemeente),https://data.overheid.nl/overheidsorganisatie/bladel,Bladel,,,,Gemeente,
24/08/2016,Blaricum,http://standaarden.overheid.nl/owms/terms/Blaricum_(gemeente),https://data.overheid.nl/overheidsorganisatie/blaricum,Blaricum,,,,Gemeente,
24/08/2016,Bleiswijk,http://standaarden.overheid.nl/owms/terms/Bleiswijk_(gemeente),https://data.overheid.nl/overheidsorganisatie/bleiswijk,Bleiswijk,,31/12/06,,Gemeente,Lansingerland
24/08/2016,Stichting Blik op Werk,http://standaarden.overheid.nl/owms/terms/Blik_op_Werk,,,,,,Overheidsorganisatie,
24/08/2016,Bloemendaal,http://standaarden.overheid.nl/owms/terms/Bloemendaal_(gemeente),https://data.overheid.nl/overheidsorganisatie/bloemendaal,Bloemendaal,,,,Gemeente,
24/08/2016,Boarnsterhim,http://standaarden.overheid.nl/owms/terms/Boarnsterhim,,,,31/12/13,,Gemeente,Leeuwarden
24/08/2016,Bodegraven,http://standaarden.overheid.nl/owms/terms/Bodegraven,,,,31/12/10,,Gemeente,Bodegraven-Reeuwijk
24/08/2016,Bodegraven-Reeuwijk,http://standaarden.overheid.nl/owms/terms/Bodegraven-Reeuwijk,,,,,,Gemeente,
24/08/2016,Boekel,http://standaarden.overheid.nl/owms/terms/Boekel_(gemeente),https://data.overheid.nl/overheidsorganisatie/boekel,Boekel,,,,Gemeente,
24/08/2016,Bolsward,http://standaarden.overheid.nl/owms/terms/Bolsward_(gemeente),https://data.overheid.nl/overheidsorganisatie/bolsward,Bolsward,,31/12/10,,Gemeente,Súdwest-Fryslân
24/08/2016,Bonaire,http://standaarden.overheid.nl/owms/terms/Bonaire,,,,,,Openbaar Lichaam,
24/08/2016,Borculo,http://standaarden.overheid.nl/owms/terms/Borculo_(gemeente),https://data.overheid.nl/overheidsorganisatie/borculo,Borculo,,31/12/04,,Gemeente,Berkelland
24/08/2016,Borger-Odoorn,http://standaarden.overheid.nl/owms/terms/Borger-Odoorn,,,,,,Gemeente,
24/08/2016,Born,http://standaarden.overheid.nl/owms/terms/Born_(gemeente),https://data.overheid.nl/overheidsorganisatie/born,Born,,31/12/00,,Gemeente,Sittard-Geleen
24/08/2016,Borne,http://standaarden.overheid.nl/owms/terms/Borne_(gemeente),https://data.overheid.nl/overheidsorganisatie/borne,Borne,,,,Gemeente,
24/08/2016,Borsele,http://standaarden.overheid.nl/owms/terms/Borsele_(gemeente),https://data.overheid.nl/overheidsorganisatie/borsele,Borsele,,,,Gemeente,
24/08/2016,Boskoop,http://standaarden.overheid.nl/owms/terms/Boskoop_(gemeente),https://data.overheid.nl/overheidsorganisatie/boskoop,Boskoop,,31/12/13,,Gemeente,Alphen aan den Rijn
24/08/2016,Bosschap,http://standaarden.overheid.nl/owms/terms/Bosschap,,,,,,Openbaar Lichaam,
24/08/2016,Boxmeer,http://standaarden.overheid.nl/owms/terms/Boxmeer_(gemeente),https://data.overheid.nl/overheidsorganisatie/boxmeer,Boxmeer,,,,Gemeente,
24/08/2016,Boxtel,http://standaarden.overheid.nl/owms/terms/Boxtel_(gemeente),https://data.overheid.nl/overheidsorganisatie/boxtel,Boxtel,,,,Gemeente,
24/08/2016,BrabantStad,http://standaarden.overheid.nl/owms/terms/BrabantStad,,,,,,Regionaal samenwerkingsorgaan,
