Datum aanvraag,Consent nummer,Aantal,Goederen omschrijving,land van herkomst,land van bestemming (**),Ad-hoc J/N (***),VP/AN (****),Vervoermiddel,Plaats van uitgang
08/04/2008,28008929,1,Kogelgeweer kal. .416,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/04/2008,28011881,1,Kogelgeweer kal. .460  plus 80 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/04/2008,28011873,1,Kogelgeweer kal. .470 plus 40 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/04/2008,28009216,1,Kogelgeweer kal. 7mm,Zweden,Canada v.v.,N,,Vliegtuig,Schiphol
08/04/2008,28009208,1,Kogelgeweer kal. 8x68S,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/04/2008,28011911,3,"Kogelgeweren kal. .270, .375 + 20 patronen",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/04/2008,27991998,1000,Kogelgeweren kal. .300/.30-06/7mm,Portugal,VS,N,,Schip,Rotterdam
08/04/2008,28011903,2,Kogelgeweren kal. .375 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/04/2008,27899609,2,Kogelgeweren kal. .500 NE en kal. .300,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/04/2008,28011792,560,Kogelgeweren kal..30-06/.300/.308,Portugal,Duitsland,N,,Schip,Rotterdam
08/04/2008,28013035,220400,Ontstekers,Duitsland,Maleisië,N,,Schip,Rotterdam
08/04/2008,27992714,1000000,"Patronen kal. 5,56x45",Brazilië,Estland,N,,Schip,Rotterdam
08/04/2008,27998631,5600000,"Patronen kal. 7,62x39",Montenegro,VS,N,,Schip,Rotterdam
08/04/2008,27998526,641000,Patronen kal. 9mm/.45ACP/.44/.40SW,Brazilië,Finland,N,,Schip,Rotterdam
08/04/2008,28013094,58000,"Patronen, kal  t/m  .50",Italië,IJsland,N,,Schip,Rotterdam
08/04/2008,27998534,1600000,Patronen/Slaghoedjes kal. 9mm/.45ACP/.44/.38SW,Brazilië,Duitsland,N,,Schip,Rotterdam
08/04/2008,melding,202 kg,Verf,VS,Qatar,N,,Vliegtuig,Schiphol
08/05/2008,27769845,1,Combinatiegeweer kal. 12/7x65R,Zwitserland,Canada v.v.,N,,Vliegtuig,Schiphol
08/05/2008,melding,1040 kg,Delen van militaire vliegtuigen,Afghanistan,VS,N,,Vliegtuig,Schiphol
08/05/2008,melding,3,Delen van voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/05/2008,27953263,1,Kogelgeweer kal. .375 plus 100 patronen,Canada,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/05/2008,28015690,2,Kogelgeweren kal. .300 en kal. .375 plus 5 kg patronen,België,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/05/2008,28017677,2,"Kogelgeweren kal. .30-378, kal. .416, patronen",VS,Zambia v.v.,N,,Vliegtuig,Schiphol
08/05/2008,28017685,2,"Kogelgeweren kal. .30-378, kal. .416, patronen",VS,Zambia v.v.,N,,Vliegtuig,Schiphol
08/05/2008,28022042,1,Raket UMK HONTO (dummy),Zuid-Afrika,Finland,N,,Schip,Rotterdam
08/06/2008,melding,9,Delen van voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/06/2008,28016530,1,Kogelgeweer kal. .270 ,Litouwen,VS v.v.,N,,Vliegtuig,Schiphol
08/06/2008,27734294,1,Kogelgeweer kal. .470 NE plus 2 loop kal. 12 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/06/2008,28022050,2,"Kogelgeweren kal. .300, patronen",VS,Namibië,N,,Vliegtuig,Schiphol
08/06/2008,28022077,2,Kogelgeweren kal. .375  en kal. .416 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/06/2008,28011865,3,"Kogelgeweren kal. .416, kal. .450, kal. .300, patronen",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/06/2008,28015968,3,"Lopen, Kogelgeweer, kogelgeweer kal. 20, kal..300, patronen",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/06/2008,melding,2,Vliegtuigonderdelen,VS,Afghanistan,N,,Vliegtuig,Schiphol
08/07/2008,27852343,1,Kogelgeweer kal. .270 ,Duitsland,Kazachstan v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27852289,1,Kogelgeweer kal. .270 ,Oostenrijk,Kazachstan v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27953247,1,Kogelgeweer kal. .280,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,28022085,2,Kogelgeweer kal. .30-06  en 1 combinatiegeweer kal..20/7x65,Denemarken,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27953255,1,Kogelgeweer kal. .375 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27998755,1,Kogelgeweer kal. .375  plus 5 kg patronen,Frankrijk,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27953166,1,Kogelgeweer kal. .458 plus 20 patronen,Italië,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27953174,1,Kogelgeweer kal. .458 plus 20 patronen,Italië,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/07/2008,28005768,2,"Kogelgeweer kal. 7mm, patronen, geweer kal. 12/.22",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27852300,1,Kogelgeweer kal. 7x64mm,Oostenrijk,Kazachstan v.v.,N,,Vliegtuig,Schiphol
08/07/2008,28025904,2,Kogelgeweren kal. .375 en kal. 7mm plus 5kg patronen,Zweden,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27769969,2,Kogelgeweren kal. .375  en kal. .300 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,28021917,2,"Kogelgeweren kal. .416, kal .300, patronen",België,Tsjechië v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27978231,2,Kogelgeweren kal. .458  en kal. .375 plus 5 kg patronen,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/07/2008,28021909,3,"Kogelgeweren kal. .470, kal .375, kal .300, patronen",België,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27745415,3,"Kogelgeweren kal. .500 NE, kal. .300  en kal. .375 ",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,27998887,3,"Kogelgeweren kal.450, kal..275, kal. 416, patronen",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/07/2008,28011784,30000,Patronen kal. 23mm,Roemenië,Thailand,N,,Schip,Rotterdam
08/11/2008,melding,11,Delen van schietstoelen,VK,VS,N,,Vliegtuig,Schiphol
08/11/2008,melding,34,Delen van voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/11/2008,melding,15,Delen van voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/11/2008,melding,4,Delen van voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/11/2008,melding,6,Delen van voertuigen,VS,Qatar,N,,Vliegtuig,Schiphol
08/11/2008,28039034,17000,Ontstekingsmechanismen,VS,Israël,N,,Vliegtuig,Schiphol
08/11/2008,melding,1,Transmitter,VS,Irak,N,,Vliegtuig,Schiphol
08/11/2008,melding,2,Transmitter en windshiled panel,VS,Irak,N,,Vliegtuig,Schiphol
08/11/2008,melding,202 kg,Verf,VS,Qatar,N,,Vliegtuig,Schiphol
08/11/2008,melding,1,Vliegtuigmotor,Afghanistan,VS,N,,Vliegtuig,Schiphol
08/11/2008,melding,6,Vliegtuigmotoren,Afghanistan,VS,N,,Vliegtuig,Schiphol
08/12/2008,melding,11480 kg,Delen van pantservoertuig Pandur 8x8,Oostenrijk,Portugal,N,,Schip/Truck,Venlo/R'dam
08/12/2008,28021968,1,Kogelgeweer kal. .375 ,Litouwen,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28031173,1,Kogelgeweer kal. .375 + 100 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27925057,1,Kogelgeweer kal. .375 Um,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27925049,1,Kogelgeweer kal. .375 Um,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27899323,1,Kogelgeweer kal. .416 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28034792,1,Kogelgeweer kal. .500,Italië,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28031181,2,Kogelgeweren kal. .22 LR + 500 patronen,VK,Zweden v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28021976,2,Kogelgeweren kal. .300  en .375 ,Litouwen,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27978320,2,Kogelgeweren kal. .300  en .375  + 80 patronen,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28038917,2,Kogelgeweren kal. .300  en .416  + 110 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28031122,2,Kogelgeweren kal. .300  en .458 Lott + 5 kg patronen,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27978339,2,Kogelgeweren kal. .338  en .375  + 140 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27824870,2,Kogelgeweren kal. .375  en .30-06  + 100 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27978355,2,Kogelgeweren kal. .375  en .30-06  + 160 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27982808,2,Kogelgeweren kal. .375 en .300,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28031246,2,Kogelgeweren kal. .375 en .416,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,27885985,3,"Kogelgeweren kal. .375, .416 en 7 mm",Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28031238,2,Kogelgeweren kal. .416 en .375,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28034350,2,Kogelgeweren kal. .416 en .470,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28025890,2,Kogelgeweren kal. .416 en .470,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28031130,2,Kogelgeweren kal. .416 Rigby en .338  + 5 kg patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/12/2008,28036876,38755,Patronen/Slaghoedjes en Hulzen,Duitsland,Australië,N,,Schip,Rotterdam
08/12/2008,melding,1,Transmitter,Irak,VS,N,,Vliegtuig,Schiphol
08/13/2008,melding,3,Onderdelen voor militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/13/2008,melding,170 kg,Brandblusapparaten,VS,Qatar,N,,Vliegtuig,Schiphol
08/13/2008,melding,1422 kg,Delen voor militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/13/2008,28015984,1,Kogelgeweer kal. .270 ,Spanje,Polen v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27917542,1,Kogelgeweer kal. .270 + 60 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28015976,1,Kogelgeweer kal. .30-06 ,Spanje,Polen v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27998712,1,Kogelgeweer kal. .308 ,Duitsland,VS v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27917550,1,Kogelgeweer kal. .416 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27899331,1,Kogelgeweer kal. .416  + 25 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27734413,1,Kogelgeweer kal. .458  + 60 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27734421,1,Kogelgeweer kal. .458  + 60 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27886043,1,Kogelgeweer kal. 7 mm + 5 kg patronen,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27998798,1,Kogelgeweer kal. 7x64 mm,Duitsland,VS v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27998704,1,Kogelgeweer kal. 8x57JS,Duitsland,VS v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28031114,1,Kogelgeweer kal. 8x68S,Frankrijk,Canada v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28043538,3,"Kogelgeweren kal. .22-250, .338  en .416 ",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28039328,2,"Kogelgeweren kal. .260, en 7 mm  + 200 patronen",VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28039336,2,Kogelgeweren kal. .300  en.30-06  + 200 patronen,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28025882,3,"Kogelgeweren kal. .300 , .375  en .470 NE",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28039301,2,Kogelgeweren kal. .308 en 7 mm + 120 patronen,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27917666,2,Kogelgeweren kal. .338 en .416,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28043597,2,Kogelgeweren kal. .338 Um en .416 Rigby + 100 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27917658,2,Kogelgeweren kal. .375  en .300 ,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28025874,2,Kogelgeweren kal. .416 Rigby en .375 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,27963803,2,"Kogelgeweren kal. 9,3x62 mm en .470 + 80 patronen",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/13/2008,28039395,1,Pistool kal. .40,VS,Italië v.v.,N,,Vliegtuig,Schiphol
08/14/2008,melding,1203 kg,Delen van militaire voertuigen,VS,Qatar,N,,Vliegtuig,Schiphol
08/14/2008,melding ,19552 kg,Delen van pantservoertuig Pandur 8x8,Oostenrijk,Portugal,N,,Schip/Truck,Venlo/R'dam
08/14/2008,28046863,1,Kogelgeweer kal. .375 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28048440,1,Kogelgeweer kal. .30-06 ,Denemarken,Botswana,N,,Vliegtuig,Schiphol
08/14/2008,28039360,1,Kogelgeweer kal. .308,Denemarken,VK v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28048432,1,Kogelgeweer kal. .375  plus 5 kg patronen,Roemenië,VS v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28039379,1,"Kogelgeweer kal. 6,5 mm",Denemarken,VK v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28039352,1,"Kogelgeweer kal. 6,5 mm",Denemarken,VK v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28039344,1,"Kogelgeweer kal. 6,5 mm",Denemarken,VK v.v.,N,,Vliegtuig,Schiphol
08/14/2008,27978444,3,"Kogelgeweren kal. .300 -, 6 mm Rem en .416 ",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/14/2008,27899374,2,Kogelgeweren kal. .375  en .470 + 5 kg patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/14/2008,27904130,3,"Kogelgeweren kal. .450 Dakota, .338  en .416 ",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28053908,3,"Kogelgeweren kal. .470 NE, .375 en .300 + 180 patronen",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28031165,2,Kogelgeweren kal. .308 en kal. .375 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/14/2008,27917585,2,Kogelgeweren kal. .470 en kal. .375 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/14/2008,28042884,2250,"Pistolen/revolvers/kogelgeweren kal. 7,62 mm",Oekraïne,Canada,N,,Schip,Rotterdam
08/14/2008,melding,872 kg,T64 motor en een seperator,Djibouti,VS,N,,Vliegtuig,Schiphol
08/15/2008,melding,1897 kg,Delen van antennes,VS,Afghanistan,N,,Vliegtuig,Schiphol
08/15/2008,melding,406 kg,Delen van militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/15/2008,melding,15,Vliegtuigmotor onderdelen,VS,Bahrein,N,,Vliegtuig,Schiphol
08/15/2008,melding,97,Delen voor militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/15/2008,melding,291,Delen voor militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/18/2008,28057474,1,Kogelgeweer kal. 8x68S plus 20 patronen,Letland,VS v.v.,N,,Vliegtuig,Schiphol
08/18/2008,28042868,86100,Ontstekers,Tsjechië,Australië,N,,Schip,Rotterdam
08/19/2008,28066309,1,Kogelgeweer kal. .22 LR plus 600 patronen,VK,Zweden v.v.,N,,Vliegtuig,Schiphol
08/19/2008,28053835,1500,Patronen kal. diversen,VK,Zwitserland v.v.,N,,Vliegtuig,Schiphol
08/19/2008,28053649,679400,Patronen/Slaghoedjes,VS,Frankrijk,N,,Schip,Rotterdam
08/20/2008,melding,2061 kg,Delen van militaire voertuigen,VS,Irak,N,,Schip,Schiphol
08/20/2008,28061544,36400,Patronen kal. .458,VS,Portugal,N,,Schip,Rotterdam
08/20/2008,28063539,511000,Patronen kal..38/9mm,Tsjechië,Maleisië,N,,Schip,Rotterdam
08/20/2008,28064527,781000,Patronen kal.458,VS,Spanje,N,,Schip,Rotterdam
08/21/2008,28066317,1,Kogelgeweer kal. .375 plus 5 kg patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/21/2008,28066058,1,Kogelgeweer kal. .458 plus 60 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/21/2008,28057164,276,Patronen kal. 81mm/90mm/105mm/106mm,België,VK,N,,Schip/Truck,Rotterdam
08/22/2008,melding,7938 kg,Delen van militaire voertuigen,VS,Duitsland,N,,Vliegtuig,Schiphol
08/22/2008,28066821,1,Kogelgeweer,VS,Oostenrijk,N,,Vliegtuig,Schiphol
08/22/2008,28066821,1,Kogelgeweer kal. .308 ,VS,Oostenrijk v.v.,N,,Vliegtuig,Schiphol
08/22/2008,28066287,2,Kogelgeweren + munitie,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/22/2008,28066287,2,"Kogelgeweren kal..416 en kal..340, patronen ",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/22/2008,28079370,6,Machinegeweren,VK,Duitsland,N,,Schip/Truck,Rotterdam
08/22/2008,28079389,115,Signaalmunitie,VS,Portugal,N,,Schip,Rotterdam
08/23/2008,melding,10750 kg,Delen voor militaire voertuigen,VS,Koeweit,N,,Vliegtuig,Schiphol
08/25/2008,28079176,1,Kogelgeweer kal. .375 plus 80 patronen,Frankrijk,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/25/2008,28079591,26888,Patronen kal. 40mm,Zuid-Afrika,VK,N,,Schip,Rotterdam
08/25/2008,28083629,26888,Patronen kal. 40mm,Zuid-Afrika,VK,N,,Schip,Rotterdam
08/25/2008,28083637,26240,Patronen kal. 40mm,Zuid-Afrika,VK,N,,Schip,Rotterdam
08/25/2008,melding,3,T64 motor en 2 st. rotator bladen,Djibouti,VS,N,,Vliegtuig,Schiphol
08/26/2008,melding,4225 kg,Delen van militaire voertuigen,VS,Afghanistan,N,,Vliegtuig,Schiphol
08/26/2008,28079117,1,Kogelgeweer kal. .300 ,Noorwegen,VS v.v.,N,,Vliegtuig,Schiphol
08/26/2008,28057334,2,"Kogelgeweren kal. .375 en kal. 7,62x66",Zweden,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/27/2008,28082975,12583300,Patronen en kogelpunten,VS,Duitsland,N,,Schip,Rotterdam
08/27/2008,melding,8046 kg,Delen van militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/27/2008,28079281,34560,Ontstekers,Zwitserland,VK,N,,Schip/Truck,Rotterdam
08/27/2008,28082967,68600,Patronen,VS,Bulgarije,N,,Schip,Rotterdam
08/27/2008,melding,440 kg,Transmitters,Irak,Duitsland,N,,Vliegtuig,Schiphol
08/27/2008,melding,224 kg,Transmitters en vliegtuig onderdeel,Irak,VS,N,,Vliegtuig,Schiphol
08/28/2008,melding,x x x x,Bell helikopter onderdelen,VS,Pakistan,N,,Vliegtuig,Schiphol
08/28/2008,melding,4409 kg,Delen van militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/28/2008,28066295,1,Kogelgeweer kal. .270 plus 50 patronen,VS,Noorwegen,N,,Vliegtuig,Schiphol
08/28/2008,28079184,1,"Kogelgeweer kal. 6,5x68 mm plus 30 patronen",Duitsland,Canada v.v.,N,,Vliegtuig,Schiphol
08/28/2008,28077955,38500,"Machinegeweren, pistolen, geweren, magazijnen en bajoneten",Bulgarije,VS,N,,Schip,Rotterdam
08/28/2008,28083661,24,Raketmotoren (UN 0186) en toebehoren F-16,VS,Israël,N,,Vliegtuig,Schiphol
08/28/2008,28089392,1,Zending patronen,VS,Noorwegen,N,,Vliegtuig,Schiphol
08/29/2008,melding,11846 kg,Delen voor militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
08/29/2008,28099061,2,Kogelgeweren kal. .30-06 en kal. .416 + 200 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/29/2008,28099231,2,Kogelgeweren kal. .338 en kal. .375 + 90 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/29/2008,28098812,2,"Kogelgeweren kal. .375 en kal. 6,5x284",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
08/30/2008,melding,52 kg,Brandblusapparaten,VS,Duitsland,N,,Vliegtuig,Schiphol
08/30/2008,melding,657 kg,Transmitters,VS,Irak,N,,Vliegtuig,Schiphol
08/30/2008,melding,1155 kg,Ttransmitters en harback,Irak,VS,N,,Vliegtuig,Schiphol
08/30/2008,melding,1188 kg,Vliegtuigmotor en onderdelen,Afghanistan,VS,N,,Vliegtuig,Schiphol
08/31/2008,melding,43 kg,Cesium,VS,Afghanistan,N,,Vliegtuig,Schiphol
08/31/2008,melding,3460 kg,Transmisions en motoren,Afghanistan,VS,N,,Vliegtuig,Schiphol
09/01/2008,melding,1010 kg,CH47 helikopter onderdelen ,Italië,Libië,N,,Vliegtuig,Schiphol
09/01/2008,28091664,1,Kogelgeweer kal. .30-06 ,Denemarken,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28091699,1,Kogelgeweer kal. .308 ,Denemarken,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28091702,1,Kogelgeweer kal. .308 ,Denemarken,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28098960,1,Kogelgeweer kal. .338-378 ,Spanje,VS v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28091680,1,Kogelgeweer kal. .375 ,Denemarken,Botswana v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28091672,1,"Kogelgeweer kal. 6,5x55mm",Denemarken,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28079141,2,Kogelgeweren kal. .416  en kal. 7mm  plus patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28091710,2,"Kogelgeweren kal. 6,5x55 mm en kal. 9,3x62mm",Denemarken,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/01/2008,28093446,68,Minefield Breeching systems,Zuid-Afrika,Zweden,N,,Schip/Truck,Rotterdam
09/01/2008,melding,1,Vliegtuigmotor,Afghanistan,VS,N,,Vliegtuig,Schiphol
09/02/2008,28087780,1,Combinatiegeweer kal. 20/7x57R plus 110 patronen,Zweden,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28066074,1,Kogelgeweer kal. .30-06 ,Denemarken,VK v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28066082,1,Kogelgeweer kal. .30-06 ,Denemarken,VK v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28082770,1,Kogelgeweer kal. .30-378 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28066090,1,Kogelgeweer kal. .308 ,Denemarken,VK v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28079168,1,Kogelgeweer kal. 30-06  plus 1 pistool kal. 9mm ,Canada,Ghana,N,,Vliegtuig,Schiphol
09/02/2008,28087799,1,Kogelgeweer kal. 30-06  plus 60 patronen,Zweden,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28087802,1,Kogelgeweer kal. 338  plus 60 patronen,Zweden,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28069804,2,Kogelgeweren kal. .308 en kal. 7mm  ,Zuid-Afrika ,VS,N,,Vliegtuig,Schiphol
09/02/2008,28082762,2,Kogelgeweren kal. .375 en kal. .470 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28102690,2,Kogelgeweren kal. .416  en kal. .300  plus patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28057318,2,Kogelgeweren kal. .416 kal. .338 + 100 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28095937,5,"Kogelgeweren kal. 300, kal..375 , kal. .375 + 320 patronen",VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/02/2008,28099215,121708,Lichtspoormunitie,VK,Maleisië,N,,Schip,Rotterdam
09/02/2008,melding,670 kg,Transmitters,Irak,VS,N,,Vliegtuig,Schiphol
09/03/2008,melding,182 kg,Brandbare vloeistof UN2924,VS,Qatar,N,,Vliegtuig,Schiphol
09/03/2008,28106718,1,Kogelgeweer kal. .308 ,Denemarken,Botswana v.v.,N,,Vliegtuig,Schiphol
09/03/2008,27791484,2,"Kogelgeweren kal. 7mm en kal. .458, patronen",VK ,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/03/2008,melding,1413 kg,"Schaalmodellen raketten & vliegtuigen, 1 nachtkijkerunit, 1 UAV",Frankrijk,Zuid-Afrika ,N,,Vliegtuig,Schiphol
09/03/2008,melding,2,Voertuigonderdelen,VS,Qatar,N,,Vliegtuig,Schiphol
09/04/2008,melding,3402 kg,Delen voor militaire voertuigen,VS,Irak,N,,Vliegtuig,Schiphol
09/04/2008,28111843,1,Kogelgeweer kal. .30-06 ,Canada,Noorwegen,N,,Vliegtuig,Schiphol
09/04/2008,28091591,1,Kogelgeweer kal. .308 ,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/04/2008,28106599,2,Kogelgeweren kal. .22-250 Rem en kal. .300 ,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/04/2008,28098952,2,Kogelgeweren kal. .243  en kal. .308 ,Italië,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/04/2008,28069812,2,Kogelgeweren kal. .300 en kal. .30-06 ,Zuid-Afrika ,VS,N,,Vliegtuig,Schiphol
09/04/2008,27963838,2,Kogelgeweren kal. .338 en kal. .416 plus 85 patronen,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/04/2008,28102593,2,"Kogelgeweren kal. 12,7x76 en kal. 8,6x64",Zweden,Tanzania v.v.,N,,Vliegtuig,Schiphol
09/04/2008,28102585,2,"Kogelgeweren kal. R93 (8,6X64) en kal. 12,7x76",Finland,Tanzania v.v.,N,,Vliegtuig,Schiphol
