"almanakId","cbsId","almanakName","almanakComment","cbsName","cbsComment"
"30982","GM0585","Gemeente Binnenmaas","","Binnenmaas",""
"33158","GM1728","Gemeente Bladel","","Bladel",""
"31318","GM0376","Gemeente Blaricum","","Blaricum",""
"35480","GM0377","Gemeente Bloemendaal","","Bloemendaal",""
"33912","GM1901","Gemeente Bodegraven-Reeuwijk","","Bodegraven-Reeuwijk","Ontstaan per 01-01-2011"
"26635","GM0755","Gemeente Boekel","","Boekel",""
"32134","GM0009","Gemeente Ten Boer","","Ten Boer",""
"21806","GM1681","Gemeente Borger-Odoorn","","Borger-Odoorn",""
"25660","GM0147","Gemeente Borne","","Borne",""
"23011","GM0654","Gemeente Borsele","","Borsele",""
"36015","GM0499","Gemeente Boskoop","","Boskoop",""
"30610","GM0756","Gemeente Boxmeer","","Boxmeer",""
"31691","GM0757","Gemeente Boxtel","","Boxtel",""
"34765","GM0758","Gemeente Breda","","Breda",""
"23644","GM0501","Gemeente Brielle","","Brielle",""
"36916","GM1876","Gemeente Bronckhorst","","Bronckhorst","Ontstaan per 01-01-2005"
"40941","GM0213","Gemeente Brummen","","Brummen",""
"24566","GM0899","Gemeente Brunssum","","Brunssum",""
"32201","GM0312","Gemeente Bunnik","","Bunnik",""
"28326","GM0313","Gemeente Bunschoten","","Bunschoten",""
"40352","GM0214","Gemeente Buren","","Buren",""
"22846","GM0502","Gemeente Capelle aan den IJssel","","Capelle aan den IJssel",""
"35518","GM0383","Gemeente Castricum","","Castricum",""
"26491","GM0109","Gemeente Coevorden","","Coevorden",""
"36285","GM1706","Gemeente Cranendonck","","Cranendonck",""
"24529","GM0611","Gemeente Cromstrijen","","Cromstrijen",""
"25165","GM1684","Gemeente Cuijk","","Cuijk",""
"26183","GM0216","Gemeente Culemborg","","Culemborg",""
"31019","GM0148","Gemeente Dalfsen","","Dalfsen",""
"33564","GM1891","Gemeente Dantumadiel","","Dantumadiel","Naamswijziging per 01-01-2009"
"39076","GM0503","Gemeente Delft","","Delft",""
"28652","GM0010","Gemeente Delfzijl","","Delfzijl",""
"23937","GM0762","Gemeente Deurne","","Deurne",""
"36571","GM0150","Gemeente Deventer","","Deventer",""
"21518","GM0384","Gemeente Diemen","","Diemen",""
"25432","GM1774","Gemeente Dinkelland","","Dinkelland","Naamswijziging per 01-01-2003 oude naam: Denekamp."
"35063","GM0221","Gemeente Doesburg","","Doesburg",""
"36726","GM0222","Gemeente Doetinchem","","Doetinchem",""
"35200","GM0766","Gemeente Dongen","","Dongen",""
"22362","GM0058","Gemeente Dongeradeel","","Dongeradeel",""
"40563","GM0505","Gemeente Dordrecht","","Dordrecht",""
"28022","GM0498","Gemeente Drechterland","","Drechterland",""
"25896","GM1719","Gemeente Drimmelen","","Drimmelen",""
"26889","GM0303","Gemeente Dronten","","Dronten",""
"34358","GM0225","Gemeente Druten","","Druten",""
"26095","GM0226","Gemeente Duiven","","Duiven",""
"25008","GM1711","Gemeente Echt-Susteren","","Echt-Susteren","Nieuw gevormd per 01-01-2003 uit: Echt, Susteren."
"22102","GM0385","Gemeente Edam-Volendam","","Edam-Volendam",""
"32407","GM0228","Gemeente Ede","","Ede",""
"29645","GM0317","Gemeente Eemnes","","Eemnes",""
"28693","GM1651","Gemeente Eemsmond","","Eemsmond",""
"25558","GM0770","Gemeente Eersel","","Eersel",""
"39523","GM1903","Gemeente Eijsden-Margraten","","Eijsden-Margraten","Ontstaan per 01-01-2011"
"34435","GM0772","Gemeente Eindhoven","","Eindhoven",""
"37170","GM0230","Gemeente Elburg","","Elburg",""
"22781","GM0114","Gemeente Emmen","","Emmen",""
"33494","GM0388","Gemeente Enkhuizen","","Enkhuizen",""
"25100","GM0153","Gemeente Enschede","","Enschede",""
"30232","GM0232","Gemeente Epe","","Epe",""
"22253","GM0233","Gemeente Ermelo","","Ermelo",""
"21760","GM0777","Gemeente Etten-Leur","","Etten-Leur",""
"34221","GM1722","Gemeente Ferwerderadiel","","Ferwerderadiel",""
"29407","GM0070","Gemeente Franekeradeel","","Franekeradeel",""
"30316","GM0653","Gemeente Gaasterlân-Sleat","","Gaasterlân-Sleat",""
"37962","GM0779","Gemeente Geertruidenberg","","Geertruidenberg",""
"40626","GM0236","Gemeente Geldermalsen","","Geldermalsen",""
"36388","GM1771","Gemeente Geldrop-Mierlo","","Geldrop-Mierlo","Nieuw gevormd per 01-01-2004 uit: Geldrop, Mierlo."
"33032","GM1652","Gemeente Gemert-Bakel","","Gemert-Bakel",""
"33696","GM0907","Gemeente Gennep","","Gennep",""
"34252","GM0689","Gemeente Giessenlanden","","Giessenlanden",""
"30003","GM0784","Gemeente Gilze en Rijen","","Gilze en Rijen",""
"33275","GM0664","Gemeente Goes","","Goes",""
"30496","GM0785","Gemeente Goirle","","Goirle",""
"30894","GM0512","Gemeente Gorinchem","","Gorinchem",""
"28975","GM0513","Gemeente Gouda","","Gouda",""
"34507","GM0786","Gemeente Grave","","Grave",""
"24873","GM0518","Gemeente Den Haag","","'s-Gravenhage (gemeente)","Grenswijziging per 01-01-2009, overgegaan naar:. <br>- Rijswijk (GM0603),. <br>... 20 hectare met 0 woningen en 0 inwoners. <br>. <br>Grenswijziging per 01-01-2005, overgegaan naar:. <br>- Leidschendam-Voorburg (GM1916),. <br>... 2 hectare met 0 woningen en 0 inwoners. <br>. <br>Grenswijziging per 01-01-2002, ontvangen van:. <br>- Leidschendam (GM0548),. <br>... 825 hectare met 2247 woningen en 7317 inwoners. <br>- Nootdorp (GM0577),. <br>... 231 hectare met 1018 woningen en 2743 inwoners. <br>- Pijnacker (GM0594),. <br>... 93 hectare met 26 woningen en 76 inwoners. <br>- Rijswijk (ZH.) (GM0603),. <br>... 363 hectare met 2166 woningen en 5887 inwoners. <br>- Voorburg (GM0624),. <br>... 1 hectare met 0 woningen en 0 inwoners. <br>. <br>Begindatum voor 1830. <br>. <br>"
"24194","GM0014","Gemeente Groningen","","Groningen (gemeente)",""
"28731","GM0015","Gemeente Grootegast","","Grootegast",""
"34134","GM1729","Gemeente Gulpen-Wittem","","Gulpen-Wittem",""
"32233","GM0158","Gemeente Haaksbergen","","Haaksbergen",""
"28763","GM0788","Gemeente Haaren","","Haaren",""
"38688","GM0392","Gemeente Haarlem","","Haarlem",""
"22752","GM0393","Gemeente Haarlemmerliede en Spaarnwoude","","Haarlemmerliede en Spaarnwoude","Begindatum 13-06-1857"
"25768","GM0394","Gemeente Haarlemmermeer","","Haarlemmermeer",""
"30535","GM1655","Gemeente Halderberge","","Halderberge",""
"32576","GM0160","Gemeente Hardenberg","","Hardenberg",""
"32835","GM0243","Gemeente Harderwijk","","Harderwijk",""
"23504","GM0523","Gemeente Hardinxveld-Giessendam","","Hardinxveld-Giessendam",""
"28059","GM0017","Gemeente Haren","","Haren",""
"37578","GM0072","Gemeente Harlingen","","Harlingen",""
"27765","GM0244","Gemeente Hattem","","Hattem",""
"23365","GM0396","Gemeente Heemskerk","","Heemskerk",""
"24295","GM0397","Gemeente Heemstede","","Heemstede",""
"23411","GM0246","Gemeente Heerde","","Heerde",""
"31453","GM0074","Gemeente Heerenveen","","Heerenveen",""
"40448","GM0398","Gemeente Heerhugowaard","","Heerhugowaard",""
"31783","GM0917","Gemeente Heerlen","","Heerlen",""
"39347","GM1658","Gemeente Heeze-Leende","","Heeze-Leende",""
"27630","GM0399","Gemeente Heiloo","","Heiloo",""
"24611","GM0400","Gemeente Den Helder","","Den Helder",""
"27513","GM0163","Gemeente Hellendoorn","","Hellendoorn",""
"25383","GM0530","Gemeente Hellevoetsluis","","Hellevoetsluis",""
"21849","GM0794","Gemeente Helmond","","Helmond",""
"33795","GM0531","Gemeente Hendrik-Ido-Ambacht","","Hendrik-Ido-Ambacht",""
"35296","GM0164","Gemeente Hengelo Ov.","","Hengelo (O.)",""
"40498","GM0796","Gemeente 's-Hertogenbosch","","'s-Hertogenbosch",""
"28895","GM0252","Gemeente Heumen","","Heumen",""
"23118","GM0797","Gemeente Heusden","","Heusden",""
"32323","GM0534","Gemeente Hillegom","","Hillegom",""
"31842","GM0798","Gemeente Hilvarenbeek","","Hilvarenbeek",""
"28797","GM0402","Gemeente Hilversum","","Hilversum",""
"24670","GM1735","Gemeente Hof van Twente","","Hof van Twente",""
"24449","GM1911","Gemeente Hollands Kroon","","Hollands Kroon","Ontstaan per 01-01-2012"
"37770","GM0118","Gemeente Hoogeveen","","Hoogeveen",""
"37316","GM0018","Gemeente Hoogezand-Sappemeer","","Hoogezand-Sappemeer",""
"24950","GM0405","Gemeente Hoorn","","Hoorn",""
"26292","GM1507","Gemeente Horst aan de Maas","","Horst aan de Maas",""
"38261","GM0321","Gemeente Houten","","Houten",""
"35806","GM0406","Gemeente Huizen","","Huizen",""
"34650","GM0677","Gemeente Hulst","","Hulst","Grenscorrectie per 01-01-2003 over naar Hulst: Hontenisse."
"38362","GM0353","Gemeente IJsselstein","","IJsselstein",""
"27951","GM1884","Gemeente Kaag en Braassem","","Kaag en Braassem","Ontstaan per 01-01-2009"
"33640","GM0166","Gemeente Kampen","","Kampen",""
"26332","GM0678","Gemeente Kapelle","","Kapelle",""
"27030","GM0537","Gemeente Katwijk","","Katwijk",""
"40395","GM0928","Gemeente Kerkrade","","Kerkrade",""
"22332","GM1598","Gemeente Koggenland","","Koggenland","Ontstaan per 01-01-2007"
"34288","GM0079","Gemeente Kollumerland c.a.","","Kollumerland en Nieuwkruisland","Begindatum voor 1830"
"23784","GM0588","Gemeente Korendijk","","Korendijk",""
"31244","GM0542","Gemeente Krimpen aan den IJssel","","Krimpen aan den IJssel",""
"25516","GM1659","Gemeente Laarbeek","","Laarbeek",""
"32885","GM1685","Gemeente Landerd","","Landerd",""
"34171","GM0882","Gemeente Landgraaf","","Landgraaf",""
"21723","GM0415","Gemeente Landsmeer","","Landsmeer",""
"37098","GM0416","Gemeente Langedijk","","Langedijk",""
"35243","GM1621","Gemeente Lansingerland","","Lansingerland","Ontstaan per 01-01-2007"
"29164","GM0417","Gemeente Laren","","Laren (NH.)","Begindatum voor 1830"
"32064","GM0022","Gemeente Leek","","Leek",""
"25207","GM0545","Gemeente Leerdam","","Leerdam",""
"32728","GM0080","Gemeente Leeuwarden","","Leeuwarden",""
"26367","GM0081","Gemeente Leeuwarderadeel","","Leeuwarderadeel",""
"26226","GM0546","Gemeente Leiden","","Leiden",""
"39225","GM0547","Gemeente Leiderdorp","","Leiderdorp",""
"38521","GM1916","Gemeente Leidschendam-Voorburg","","Leidschendam-Voorburg",""
"30046","GM0995","Gemeente Lelystad","","Lelystad",""
"25595","GM0082","Gemeente Lemsterland","","Lemsterland",""
"24482","GM1640","Gemeente Leudal","","Leudal","Ontstaan per 01-01-2007"
"29800","GM0327","Gemeente Leusden","","Leusden",""
"31912","GM0733","Gemeente Lingewaal","","Lingewaal",""
"37823","GM1705","Gemeente Lingewaard","","Lingewaard","Naamswijziging per 01-01-2003 oude naam: Bemmel."
"30853","GM0553","Gemeente Lisse","","Lisse",""
"24415","GM0140","Gemeente Littenseradiel","","Littenseradiel",""
"36828","GM0262","Gemeente Lochem","","Lochem",""
"25473","GM0809","Gemeente Loon op Zand","","Loon op Zand",""
"29923","GM0331","Gemeente Lopik","","Lopik",""
"28617","GM0024","Gemeente Loppersum","","Loppersum",""
"27430","GM0168","Gemeente Losser","","Losser",""
"40900","GM0263","Gemeente Maasdriel","","Maasdriel",""
"39485","GM1641","Gemeente Maasgouw","","Maasgouw","Ontstaan per 01-01-2007"
"30349","GM0556","Gemeente Maassluis","","Maassluis","Grenscorrectie per 1-1-2004."
"32664","GM0935","Gemeente Maastricht","","Maastricht",""
"37471","GM1663","Gemeente De Marne","","De Marne",""
"33125","GM0025","Gemeente Marum","","Marum",""
"23294","GM0420","Gemeente Medemblik","","Medemblik",""
"23819","GM0938","Gemeente Meerssen","","Meerssen",""
"29842","GM1908","Gemeente Menameradiel","","Menameradiel","Naamswijziging per 01-01-2011"
"37397","GM1987","Gemeente Menterwolde","","Menterwolde",""
"41121","GM0119","Gemeente Meppel","","Meppel",""
"22048","GM0687","Gemeente Middelburg","","Middelburg (Z.)","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"36436","GM1842","Gemeente Midden-Delfland","","Midden-Delfland","Nieuw gevormd per 01-01-2004 uit: Maasland, Schipluiden."
"35710","GM1731","Gemeente Midden-Drenthe","","Midden-Drenthe",""
"23083","GM0815","Gemeente Mill en St. Hubert","","Mill en Sint Hubert",""
"30656","GM1709","Gemeente Moerdijk","","Moerdijk",""
"36632","GM1955","Gemeente Montferland","","Montferland","Ontstaan per 01-01-2005"
"36085","GM0335","Gemeente Montfoort","","Montfoort",""
"21431","GM0944","Gemeente Mook en Middelaar","","Mook en Middelaar",""
"33600","GM1740","Gemeente Neder-Betuwe","","Neder-Betuwe","Nieuw gevormd per 1-1-2004 oude naam: Kesteren."
"33458","GM0946","Gemeente Nederweert","","Nederweert",""
"22640","GM0304","Gemeente Neerijnen","","Neerijnen",""
"24713","GM0356","Gemeente Nieuwegein","","Nieuwegein",""
"26403","GM0569","Gemeente Nieuwkoop","","Nieuwkoop",""
"31196","GM0267","Gemeente Nijkerk","","Nijkerk",""
"33391","GM0268","Gemeente Nijmegen","","Nijmegen",""
"40319","GM1695","Gemeente Noord-Beveland","","Noord-Beveland",""
"25983","GM1699","Gemeente Noordenveld","","Noordenveld",""
"26440","GM0171","Gemeente Noordoostpolder","","Noordoostpolder",""
"27985","GM0575","Gemeente Noordwijk","","Noordwijk",""
"34729","GM0576","Gemeente Noordwijkerhout","","Noordwijkerhout",""
"24805","GM0820","Gemeente Nuenen c.a.","","Nuenen, Gerwen en Nederwetten","Begindatum voor 1830"
"38081","GM0302","Gemeente Nunspeet","","Nunspeet",""
"25248","GM0951","Gemeente Nuth","","Nuth",""
"38899","GM0579","Gemeente Oegstgeest","","Oegstgeest",""
"34584","GM0823","Gemeente Oirschot","","Oirschot",""
"26989","GM0824","Gemeente Oisterwijk","","Oisterwijk",""
"33197","GM1895","Gemeente Oldambt","","Oldambt","Ontstaan per 01-01-2010"
"22938","GM0269","Gemeente Oldebroek","","Oldebroek",""
"32363","GM0173","Gemeente Oldenzaal","","Oldenzaal",""
"34399","GM1773","Gemeente Olst-Wijhe","","Olst-Wijhe","Naamswijziging per 01-01-2003 oude naam: Olst."
"26754","GM0175","Gemeente Ommen","","Ommen",""
"22496","GM0881","Gemeente Onderbanken","","Onderbanken",""
"36871","GM1586","Gemeente Oost Gelre","","Oost Gelre","Naamswijziging per 19-05-2006"
"22438","GM0826","Gemeente Oosterhout","","Oosterhout",""
"23566","GM0085","Gemeente Ooststellingwerf","","Ooststellingwerf",""
"39007","GM0431","Gemeente Oostzaan","","Oostzaan",""
"26028","GM0432","Gemeente Opmeer","","Opmeer",""
"31946","GM0086","Gemeente Opsterland","","Opsterland",""
"37907","GM0828","Gemeente Oss","","Oss","Grenscorrectie per 01-01-2003 over naar Oss: Ravenstein."
"34946","GM0584","Gemeente Oud-Beijerland","","Oud-Beijerland",""
"36780","GM1509","Gemeente Oude IJsselstreek","","Oude IJsselstreek","Ontstaan per 01-01-2005"
"33532","GM0437","Gemeente Ouder-Amstel","","Ouder-Amstel",""
"30578","GM0589","Gemeente Oudewater","","Oudewater",""
"26937","GM1734","Gemeente Overbetuwe","","Overbetuwe",""
"35435","GM0590","Gemeente Papendrecht","","Papendrecht",""
"21320","GM1894","Gemeente Peel en Maas","","Peel en Maas","Ontstaan per 01-01-2010"
"37361","GM0765","Gemeente Pekela","","Pekela",""
"33077","GM1926","Gemeente Pijnacker-Nootdorp","","Pijnacker-Nootdorp",""
"38751","GM0439","Gemeente Purmerend","","Purmerend",""
"37873","GM0273","Gemeente Putten","","Putten",""
"25053","GM0177","Gemeente Raalte","","Raalte",""
"24338","GM0703","Gemeente Reimerswaal","","Reimerswaal",""
"30749","GM0274","Gemeente Renkum","","Renkum",""
"26860","GM0339","Gemeente Renswoude","","Renswoude",""
"32102","GM1667","Gemeente Reusel-De Mierden","","Reusel-De Mierden",""
"38004","GM0275","Gemeente Rheden","","Rheden",""
"31352","GM0340","Gemeente Rhenen","","Rhenen",""
"40741","GM0597","Gemeente Ridderkerk","","Ridderkerk",""
"28197","GM0196","Gemeente Rijnwaarden","","Rijnwaarden",""
"27230","GM1672","Gemeente Rijnwoude","","Rijnwoude",""
"33952","GM1742","Gemeente Rijssen-Holten","","Rijssen-Holten","Naamswijziging per 01-01-2004 oude naam: Rijssen."
"27300","GM0603","Gemeente Rijswijk","","Rijswijk (ZH.)","Begindatum voor 1830"
"31165","GM1669","Gemeente Roerdalen","","Roerdalen",""
"31636","GM0957","Gemeente Roermond","","Roermond",""
"27383","GM0736","Gemeente De Ronde Venen","","De Ronde Venen",""
"39382","GM1674","Gemeente Roosendaal","","Roosendaal",""
"25634","GM0277","Gemeente Rozendaal","","Rozendaal",""
"27671","GM0840","Gemeente Rucphen","","Rucphen",""
"28858","GM0441","Gemeente Schagen","","Schagen",""
"38050","GM0279","Gemeente Scherpenzeel","","Scherpenzeel",""
"23681","GM0606","Gemeente Schiedam","","Schiedam",""
"23540","GM0088","Gemeente Schiermonnikoog","","Schiermonnikoog",""
"22562","GM0844","Gemeente Schijndel","","Schijndel",""
"32166","GM0962","Gemeente Schinnen","","Schinnen",""
"27798","GM1676","Gemeente Schouwen-Duiveland","","Schouwen-Duiveland",""
"28097","GM0965","Gemeente Simpelveld","","Simpelveld",""
"21660","GM1702","Gemeente Sint Anthonis","","Sint Anthonis",""
"39441","GM0845","Gemeente Sint-Michielsgestel","","Sint-Michielsgestel",""
"40795","GM0846","Gemeente Sint-Oedenrode","","Sint-Oedenrode",""
"29280","GM1883","Gemeente Sittard-Geleen","","Sittard-Geleen",""
"29505","GM0610","Gemeente Sliedrecht","","Sliedrecht",""
"29722","GM0040","Gemeente Slochteren","","Slochteren",""
"34543","GM1714","Gemeente Sluis","","Sluis","Nieuw gevormd per 01-01-2003 uit: Sluis-Aardenburg, Oostburg."
"21462","GM0090","Gemeente Smallingerland","","Smallingerland",""
"38312","GM0342","Gemeente Soest","","Soest",""
"21622","GM0847","Gemeente Someren","","Someren",""
"31060","GM0848","Gemeente Son en Breugel","","Son en Breugel",""
"26139","GM0037","Gemeente Stadskanaal","","Stadskanaal",""
"24378","GM0180","Gemeente Staphorst","","Staphorst",""
"29758","GM0532","Gemeente Stede Broec","","Stede Broec",""
"34909","GM0851","Gemeente Steenbergen","","Steenbergen",""
"24145","GM1708","Gemeente Steenwijkerland","","Steenwijkerland","Naamswijziging per 01-01-2003 oude naam: Steenwijk."
"29239","GM0971","Gemeente Stein","","Stein (L.)","Begindatum 02-01-1839"
"34861","GM1904","Gemeente Stichtse Vecht","","Stichtse Vecht","Ontstaan per 01-01-2011"
"22905","GM0617","Gemeente Strijen","","Strijen",""
"26708","GM1900","Gemeente Súdwest Fryslân","","Súdwest-Fryslân","Ontstaan per 01-01-2011"
"23448","GM0715","Gemeente Terneuzen","","Terneuzen","Grenscorrectie per 01-01-2003 over naar Terneuzen: Axel, Sas van Gent."
"21593","GM0093","Gemeente Terschelling","","Terschelling",""
"22715","GM0448","Gemeente Texel","","Texel",""
"29957","GM1525","Gemeente Teylingen","","Teylingen","Ontstaan per 01-01-2006"
"33998","GM0716","Gemeente Tholen","","Tholen",""
"23734","GM0281","Gemeente Tiel","","Tiel",""
"38194","GM0855","Gemeente Tilburg","","Tilburg",""
"27560","GM0183","Gemeente Tubbergen","","Tubbergen",""
"36239","GM1700","Gemeente Twenterand","","Twenterand","Naamswijziging per 01-01-2003 oude naam: Vriezenveen."
"30704","GM1730","Gemeente Tynaarlo","","Tynaarlo",""
"31592","GM0737","Gemeente Tytsjerksteradiel","","Tytsjerksteradiel",""
"37613","GM0856","Gemeente Uden","","Uden",""
"26536","GM0450","Gemeente Uitgeest","","Uitgeest",""
"40702","GM0451","Gemeente Uithoorn","","Uithoorn",""
"33357","GM0184","Gemeente Urk","","Urk",""
"38122","GM0344","Gemeente Utrecht","","Utrecht (gemeente)",""
"32976","GM1581","Gemeente Utrechtse Heuvelrug","","Utrechtse Heuvelrug","Ontstaan per 01-01-2006"
"34323","GM0981","Gemeente Vaals","","Vaals",""
"39606","GM0994","Gemeente Valkenburg aan de Geul","","Valkenburg aan de Geul",""
"36195","GM0858","Gemeente Valkenswaard","","Valkenswaard",""
"29680","GM0047","Gemeente Veendam","","Veendam",""
"32921","GM0345","Gemeente Veenendaal","","Veenendaal",""
"22602","GM0717","Gemeente Veere","","Veere",""
"29116","GM0860","Gemeente Veghel","","Veghel",""
"30186","GM0861","Gemeente Veldhoven","","Veldhoven",""
"38811","GM0453","Gemeente Velsen","","Velsen",""
"25285","GM0983","Gemeente Venlo","","Venlo",""
"39557","GM0984","Gemeente Venray","","Venray",""
"38483","GM0620","Gemeente Vianen","","Vianen",""
"30793","GM0622","Gemeente Vlaardingen","","Vlaardingen",""
"27845","GM0048","Gemeente Vlagtwedde","","Vlagtwedde",""
"31502","GM0096","Gemeente Vlieland","","Vlieland",""
"27711","GM0718","Gemeente Vlissingen","","Vlissingen",""
"22144","GM0986","Gemeente Voerendaal","","Voerendaal",""
"35396","GM0626","Gemeente Voorschoten","","Voorschoten",""
"30397","GM0285","Gemeente Voorst","","Voorst",""
"37665","GM0865","Gemeente Vught","","Vught",""
"35025","GM0866","Gemeente Waalre","","Waalre",""
"29448","GM0867","Gemeente Waalwijk","","Waalwijk",""
"23854","GM0627","Gemeente Waddinxveen","","Waddinxveen",""
"32273","GM0289","Gemeente Wageningen","","Wageningen",""
"40204","GM0629","Gemeente Wassenaar","","Wassenaar",""
"32026","GM0852","Gemeente Waterland","","Waterland",""
"40980","GM0988","Gemeente Weert","","Weert",""
"33836","GM0457","Gemeente Weesp","","Weesp",""
"24103","GM0870","Gemeente Werkendam","","Werkendam",""
"35895","GM0668","Gemeente West Maas en Waal","","West Maas en Waal",""
"31991","GM1701","Gemeente Westerveld","","Westerveld",""
"23981","GM0293","Gemeente Westervoort","","Westervoort",""
"36327","GM1783","Gemeente Westland","","Westland","Nieuw gevormd per 01-01-2004 uit: 's-Gravenzande, De Lier, Monster,. <br>Naaldwijk en Wateringen."
"29037","GM0098","Gemeente Weststellingwerf","","Weststellingwerf",""
"34694","GM0614","Gemeente Westvoorne","","Westvoorne",""
"31127","GM0189","Gemeente Wierden","","Wierden","Grenscorrectie per 01-01-2004."
"24056","GM0296","Gemeente Wijchen","","Wijchen",""
"22675","GM1696","Gemeente Wijdemeren","","Wijdemeren",""
"25942","GM0352","Gemeente Wijk bij Duurstede","","Wijk bij Duurstede",""
"37505","GM0053","Gemeente Winsum","","Winsum",""
"26666","GM0294","Gemeente Winterswijk","","Winterswijk",""
"32470","GM0873","Gemeente Woensdrecht","","Woensdrecht",""
"39172","GM0632","Gemeente Woerden","","Woerden",""
"21391","GM1690","Gemeente De Wolden","","De Wolden",""
"22295","GM0880","Gemeente Wormerland","","Wormerland",""
"22403","GM0351","Gemeente Woudenberg","","Woudenberg",""
"21356","GM0874","Gemeente Woudrichem","","Woudrichem",""
"27115","GM0479","Gemeente Zaanstad","","Zaanstad",""
"32790","GM0297","Gemeente Zaltbommel","","Zaltbommel",""
"28231","GM0473","Gemeente Zandvoort","","Zandvoort",""
"32629","GM0707","Gemeente Zederik","","Zederik",""
"21260","GM0478","Gemeente Zeevang","","Zeevang",""
"35858","GM0050","Gemeente Zeewolde","","Zeewolde",""
"28557","GM0355","Gemeente Zeist","","Zeist",""
"36525","GM0299","Gemeente Zevenaar","","Zevenaar",""
"28493","GM0637","Gemeente Zoetermeer","","Zoetermeer",""
"39267","GM0638","Gemeente Zoeterwoude","","Zoeterwoude",""
"37541","GM0056","Gemeente Zuidhorn","","Zuidhorn",""
"30143","GM1892","Gemeente Zuidplas","","Zuidplas","Ontstaan per 01-01-2010"
"36154","GM0879","Gemeente Zundert","","Zundert",""
"36962","GM0301","Gemeente Zutphen","","Zutphen",""
"24016","GM1896","Gemeente Zwartewaterland","","Zwartewaterland",""
"39296","GM0642","Gemeente Zwijndrecht","","Zwijndrecht","Grenscorrectie per 01-01-2003."
"33731","GM0193","Gemeente Zwolle","","Zwolle",""
"24259","GM1924","Gemeente Goeree-Overflakkee","","Goeree-Overflakkee","Ontstaan per 01-01-2013"
"27268","GM1927","Gemeente Molenwaard","","Molenwaard","Ontstaan per 01-01-2013"
"25698","GM0363","Gemeente Amsterdam","","Amsterdam",""
"23895","GM1921","Gemeente De Fryske Marren","","De Friese Meren","Gemeentelijke herindeling per 01-01-2014. <br>Ontstaan per 01-01-2014"
